OBJECTID,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,UNITCODE,UNITNAME,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYERROR,INPLACES,GlobalID
1,Rainbow Bridge Trail,,Rainbow Bridge Trail,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,RABR,Rainbow Bridge National Monument,,Heads-Up Digitized,Park Tiles,2015-06-02T00:00:00.000Z,,Yes,d874cf05-5d16-47c2-af19-e756169b348f
2,Navajo Mountain - Rainbow Bridge Trail,,Navajo Mountain - Rainbow Bridge Trail,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,RABR,Rainbow Bridge National Monument,,Heads-Up Digitized,Park Tiles,2015-06-02T00:00:00.000Z,,Yes,3adb3e01-deaf-40b8-b58b-afdc0c654025
