Park Name,1990 Recreational Visits,1991 Recreational Visits,1992 Recreational Visits,1993 Recreational Visits,1994 Recreational Visits,1995 Recreational Visits,1996 Recreational Visits,1997 Recreational Visits,1998 Recreational Visits,1999 Recreational Visits,1990 - 1999 Average Recreational Visits,1990 Non-Recreational Visits,1991 Non-Recreational Visits,1992 Non-Recreational Visits,1993 Non-Recreational Visits,1994 Non-Recreational Visits,1995 Non-Recreational Visits,1996 Non-Recreational Visits,1997 Non-Recreational Visits,1998 Non-Recreational Visits,1999 Non-Recreational Visits,1990 - 1999 Average Non-Recreational Visits,1990 Recreational Hours,1991 Recreational Hours,1992 Recreational Hours,1993 Recreational Hours,1994 Recreational Hours,1995 Recreational Hours,1996 Recreational Hours,1997 Recreational Hours,1998 Recreational Hours,1999 Recreational Hours,1990 - 1999 Average Recreational Hours,1990 Non-Recreational Hours,1991 Non-Recreational Hours,1992 Non-Recreational Hours,1993 Non-Recreational Hours,1994 Non-Recreational Hours,1995 Non-Recreational Hours,1996 Non-Recreational Hours,1997 Non-Recreational Hours,1998 Non-Recreational Hours,1999 Non-Recreational Hours,1990 - 1999 Average Non-Recreational Hours,1990 Concessioner Lodging,1991 Concessioner Lodging,1992 Concessioner Lodging,1993 Concessioner Lodging,1994 Concessioner Lodging,1995 Concessioner Lodging,1996 Concessioner Lodging,1997 Concessioner Lodging,1998 Concessioner Lodging,1999 Concessioner Lodging,1990 - 1999 Average Concessioner Lodging,1990 Concessioner Camping,1991 Concessioner Camping,1992 Concessioner Camping,1993 Concessioner Camping,1994 Concessioner Camping,1995 Concessioner Camping,1996 Concessioner Camping,1997 Concessioner Camping,1998 Concessioner Camping,1999 Concessioner Camping,1990 - 1999 Average Concessioner Camping,1990 Tent Overnights,1991 Tent Overnights,1992 Tent Overnights,1993 Tent Overnights,1994 Tent Overnights,1995 Tent Overnights,1996 Tent Overnights,1997 Tent Overnights,1998 Tent Overnights,1999 Tent Overnights,1990 - 1999 Average Tent Overnights,1990 RV Overnights,1991 RV Overnights,1992 RV Overnights,1993 RV Overnights,1994 RV Overnights,1995 RV Overnights,1996 RV Overnights,1997 RV Overnights,1998 RV Overnights,1999 RV Overnights,1990 - 1999 Average RV Overnights,1990 Backcountry Overnights,1991 Backcountry Overnights,1992 Backcountry Overnights,1993 Backcountry Overnights,1994 Backcountry Overnights,1995 Backcountry Overnights,1996 Backcountry Overnights,1997 Backcountry Overnights,1998 Backcountry Overnights,1999 Backcountry Overnights,1990 - 1999 Average Backcountry Overnights,1990 Non-recreational Overnights,1991 Non-recreational Overnights,1992 Non-recreational Overnights,1993 Non-recreational Overnights,1994 Non-recreational Overnights,1995 Non-recreational Overnights,1996 Non-recreational Overnights,1997 Non-recreational Overnights,1998 Non-recreational Overnights,1999 Non-recreational Overnights,1990 - 1999 Average Non-recreational Overnights,1990 Miscellaneous Overnights,1991 Miscellaneous Overnights,1992 Miscellaneous Overnights,1993 Miscellaneous Overnights,1994 Miscellaneous Overnights,1995 Miscellaneous Overnights,1996 Miscellaneous Overnights,1997 Miscellaneous Overnights,1998 Miscellaneous Overnights,1999 Miscellaneous Overnights,1990 - 1999 Average Miscellaneous Overnights
Abraham Lincoln Birthplace NHP,"307,669","316,945","302,739","293,710","279,542","268,509","249,344","262,889","250,842","251,204","278,339",0,0,0,0,0,0,0,0,0,0,0,"307,669","316,945","302,739","293,710","279,542","268,509","249,344","262,889","250,842","251,204","278,339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acadia NP,"2,339,591","2,475,857","2,382,113","2,656,034","2,710,749","2,845,378","2,704,831","2,760,306","2,594,497","2,602,227","2,607,158","252,546","252,576","252,576","252,576","252,576","252,576","252,576","252,576","252,576","252,576","252,573","12,738,818","13,198,380","12,689,318","14,140,929","14,431,349","15,169,080","14,442,606","14,702,522","13,838,352","13,910,921","13,926,228","252,576","252,576","252,576","252,576","252,576","252,576","252,576","252,576","252,576","252,576","252,576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126,135","140,760","128,478","130,287","129,483","129,351","108,939","115,935","135,507","125,046","126,992","29,724","30,222","31,437","32,094","29,025","29,616","35,526","28,512","23,544","23,682","29,338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,748","9,581","9,796","10,518","10,511","10,476","9,512","10,286","11,111","10,218","10,176"
Adams NHP,"20,315","26,958","27,400","43,877","41,179","47,312","38,230","56,643","63,569","84,574","45,006","14,987",358,982,690,"1,061","1,407","1,305","1,063",947,984,"2,378","15,238","20,009","20,522","50,517","44,591","44,389","35,280","52,125","58,943","76,985","41,860","7,494",181,455,348,535,707,655,534,475,493,"1,188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agate Fossil Beds NM,"14,482","13,891","18,785","19,467","18,970","18,719","16,567","20,596","17,594","18,117","17,719","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000",0,"8,100","18,716","17,278","24,601","28,381","25,805","25,036","22,227","29,940","41,269","44,590","27,784",756,756,756,756,756,756,756,756,756,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,"3,418","3,812","3,419","3,155","3,392","2,769","3,276","3,363","3,293","3,047","3,294",0,0,0,0,0,0,0,0,0,0,0,"8,546","9,944","8,540","7,891","8,483","6,926","8,193","8,410","8,235","7,621","8,279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,"131,735","154,816","183,473","189,009","160,394","145,307","139,446","121,841","111,100","111,391","144,851","1,260","1,500","1,794",180,180,180,180,180,180,180,581,"160,628","188,511","211,202","196,817","175,979","162,625","152,560","129,085","121,024","121,158","161,959","1,260","1,500","1,794",48,48,48,48,48,48,48,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amistad NRA,"1,306,474","1,215,691","1,559,659","1,505,084","1,591,903","1,422,321","1,238,990","1,084,433","1,129,811","1,164,166","1,321,853","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,128","9,801,626","9,142,849","11,944,099","11,562,047","12,117,656","10,792,467","9,369,082","8,291,866","8,545,197","8,800,573","10,036,746","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,969","3,981","10,278","10,951","9,234","6,497","4,849","6,146","3,873","6,535","6,531","12,597","11,586","28,293","29,260","25,479","23,702","19,361","20,187","16,413","14,702","20,158","3,324","3,541","5,011","5,200","4,006","2,793","2,098","3,392","3,189","2,969","3,552",0,0,0,0,0,0,0,0,0,0,0,"3,143","3,255","2,970","2,504","2,683","1,138",736,"1,569","1,327",978,"2,030"
Andersonville NHS,"131,406","151,408","143,025","136,567","162,279","156,581","197,394","196,340","225,653","182,539","168,319",0,0,0,0,0,0,0,0,0,0,0,"262,812","302,816","286,050","273,134","324,558","313,162","394,788","392,680","451,306","365,078","336,638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Johnson NHS,"71,017","82,076","64,481","41,703","59,538","63,196","59,102","67,309","60,207","51,779","62,041",0,0,0,0,0,0,0,0,0,0,0,"25,622","29,180","24,069","30,740","34,499","35,449","33,574","37,077","35,769","33,169","31,915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aniakchak NM & PRES,967,"1,469","1,638","1,593","1,193",0,,,209,377,931,51,9,8,12,107,0,,,47,115,44,"38,866","31,451","36,380","30,174","29,672",0,,,"5,760","15,216","23,440","1,664",72,"1,416","3,408","1,528",0,,,376,920,"1,173",0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,"1,140",913,975,"1,163",993,0,,,240,620,756,61,0,59,142,28,0,,,0,0,36,0,0,0,0,0,0,,,0,0,0
Antietam NB,"217,249","263,110","243,707","181,909","237,821","215,914","246,082","275,639","275,385","268,897","242,571",0,0,0,0,0,0,0,0,0,0,0,"570,464","693,920","649,618","533,588","591,092","520,178","708,584","625,628","619,420","656,914","616,941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,899","3,362","3,063","3,659","2,915","1,595","3,894","2,045","1,855","2,204","2,849"
Apostle Islands NL,"140,980","141,038","113,106","129,793","147,376","167,909","168,614","183,636","236,829","193,260","162,254",895,780,844,891,"1,054","1,054","1,054","1,054","1,054","1,054",973,"748,858","750,689","572,954","672,261","749,606","866,538","843,380","906,507","1,226,069","942,180","827,904",223,195,212,226,267,267,267,267,267,267,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,824","8,669","7,387","9,214","10,958","12,401","13,120","12,897","15,321","15,250","11,304",0,0,0,0,0,0,0,0,0,0,0,"17,942","17,692","12,805","15,010","15,941","18,793","16,567","17,471","27,356","17,846","17,742"
Appomattox Court House NHP,"402,947","321,668","311,921","211,557","273,768","223,288","205,938","204,862","201,874","198,665","255,649",0,0,0,0,0,0,0,0,0,0,0,"325,727","260,236","252,286","175,228","226,755","184,945","170,574","169,687","167,209","164,546","209,719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arches NP,"620,719","705,882","799,831","773,678","777,178","859,374","856,016","858,525","837,161","869,980","795,834",0,0,0,0,0,0,0,0,0,0,0,"3,258,165","3,507,846","3,795,573","3,506,849","3,578,970","3,705,909","3,663,763","3,715,704","3,710,443","3,787,746","3,623,097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,632","29,698","32,777","30,028","28,835","27,963","27,266","28,229","30,348","26,984","29,376","16,870","17,871","15,893","12,002","13,039","12,437","12,905","13,284","13,618","15,520","14,344","2,228","2,850","3,033","2,289","1,267",868,555,728,420,817,"1,506",0,0,0,0,0,0,0,0,0,0,0,"7,707","7,835","6,467","5,090","8,837","5,723","4,931","5,264","5,569","5,754","6,318"
Arkansas Post NMEM,"78,468","81,388","51,594","51,604","46,655","40,361","47,919","50,422","51,858","49,087","54,936",0,0,0,0,0,0,0,0,0,0,0,"117,703","122,085","79,823","78,812","70,597","60,545","71,900","75,690","77,807","73,634","82,860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,197,135,78,34,0,1,3,1,0,50
Arlington House The R.E. Lee MEM,"463,467","483,440","459,660","496,526","494,048","559,509","409,143","428,347","511,200","476,911","478,225",0,0,0,0,0,0,0,0,0,0,0,"231,734","241,722","229,836","248,271","247,031","279,758","204,580","214,179","255,604","238,460","239,118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assateague Island NS,"2,050,593","2,087,524","1,868,445","2,002,612","1,958,017","1,928,397","1,910,450","1,892,042","1,836,784","1,891,992","1,942,686","3,600","3,600","3,300","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,570","18,034,992","18,475,032","16,568,433","17,835,056","16,809,583","16,615,749","16,401,923","16,380,097","16,087,515","16,496,382","16,970,476","3,600","3,600","3,300","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,101","24,565","28,125","32,159","42,077","43,837","42,340","46,760","52,088","46,724","38,178","18,966","22,358","14,404","13,941","14,214","14,381","12,906","15,238","18,046","18,361","16,282","2,330","2,444","2,214","1,785","2,038","1,995","2,095","2,065","1,650","2,348","2,096",0,0,0,0,0,0,0,0,0,0,0,"7,534","9,646","7,112","12,427","8,707","9,569","8,388","8,334","9,314","11,364","9,240"
Aztec Ruins NM,"80,037","89,220","93,894","82,764","80,699","72,499","65,955","61,979","63,259","58,318","74,862",750,"1,309","1,634","1,581","1,534","1,253","1,248","1,175",813,"1,047","1,234","120,059","133,831","140,837","124,147","121,053","108,752","98,934","92,971","94,890","87,481","112,296","1,341","1,803","2,472","2,462","1,968","1,765","2,191","2,018","1,400","1,997","1,942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badlands NP,"1,326,475","1,518,396","1,205,297","1,179,458","1,130,459","1,075,569","1,024,705","970,696","1,021,049","950,453","1,140,256","12,000","12,000","18,864","18,864","18,864","18,864","18,864","18,864","18,864","18,864","17,491","5,566,480","6,120,660","5,360,804","5,271,311","5,145,716","4,875,087","4,572,411","4,312,097","4,443,734","4,305,138","4,997,344","6,000","6,000","9,432","9,432","9,432","9,432","9,432","9,432","9,432","9,432","8,746","7,765","8,112","8,640","8,674","8,997","9,139","7,519","8,901","6,707","8,358","8,281",0,0,0,0,0,0,0,0,0,0,0,"15,242","5,602","27,097","28,078","33,751","29,798","24,696","21,441","19,370","24,977","23,005","12,292","4,576","18,999","18,860","17,963","17,000","14,949","12,479","11,534","15,619","14,427",124,220,279,341,699,756,841,"1,046",862,911,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandelier NM,"327,918","345,725","360,204","366,638","430,138","395,677","363,447","409,303","354,672","332,764","368,649",810,840,840,840,840,840,840,840,840,840,837,"1,518,285","1,519,042","1,558,594","1,606,538","1,786,427","1,654,382","1,362,133","1,463,734","1,382,390","1,386,325","1,523,785",206,216,132,132,132,132,132,132,132,132,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,836","10,952","12,458","13,135","13,332","12,806","8,099","7,019","9,723","10,012","10,837","7,677","7,861","7,369","7,416","7,969","6,894","5,254","4,057","5,219","6,030","6,575","4,044","3,746","3,946","4,062","3,440","3,804",904,"1,679","1,591","2,393","2,961",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,902","2,475","2,507","2,100","2,039","2,629","1,764","2,920","1,834"
Bent's Old Fort NHS,"43,209","47,170","48,609","44,935","44,717","38,338","37,640","38,771","41,106","36,814","42,131",0,0,0,0,0,0,0,0,0,0,0,"54,013","58,964","60,762","56,172","55,895","47,923","47,051","67,851","71,937","64,426","58,499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bering Land Bridge NPRES,,,,,,,,,"3,740","3,000","3,370",,,,,,,,,"5,250","6,000","5,625",,,,,,,,,"11,220","9,000","10,110",,,,,,,,,"42,000","48,000","45,000",,,,,,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,,,0,0,0
Big Bend NP,"257,378","296,470","294,535","327,907","330,417","295,460","279,454","305,882","338,442","327,649","305,359","2,364","2,364","2,364","2,364","2,364","2,364","2,364","2,364","2,364","2,364","2,364","8,248,104","8,945,808","9,270,708","10,263,180","10,302,708","9,272,592","8,384,112","9,076,872","9,287,496","9,168,636","9,222,022","7,092","7,092","7,092","7,092","7,092","7,092","7,092","7,092","7,092","7,092","7,092","46,135","49,206","48,915","49,312","49,461","46,629","47,565","49,146","46,189","47,580","48,014","12,539","11,808","12,381","12,372","12,325","12,603","11,261","10,622","9,869","11,429","11,721","55,686","63,362","66,108","61,451","62,365","48,767","45,644","42,715","41,143","47,320","53,456","38,301","36,662","43,392","48,613","44,060","40,416","36,265","37,775","37,472","35,919","39,888","40,179","40,476","42,465","50,193","54,110","48,407","32,373","44,786","41,781","40,059","43,483",0,0,0,0,0,0,0,0,0,0,0,"22,142","22,993","25,751","41,738","41,750","41,806","36,503","40,218","41,304","35,895","35,010"
Big Cypress NPRES,"127,790","159,172","212,682","234,830","294,307","365,463","424,920","462,553","474,895","503,110","325,972",0,0,0,0,0,0,0,0,0,0,0,"385,798","454,006","689,182","950,847","1,159,591","1,348,907","1,678,039","1,788,910","1,833,432","1,433,330","1,172,204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,938","2,897","1,295","2,659","1,803","2,702","3,529","3,518","2,503","3,031","2,688","12,919","15,714","16,112","18,450","10,682","12,034","10,886","9,929","7,096","13,270","12,709",0,477,"1,551","18,786","11,123","8,701","12,959","12,836","15,093","10,158","9,168",0,0,0,0,0,0,0,0,0,0,0,"2,532","4,790","6,273",0,0,0,0,0,0,0,"1,360"
Big Hole NB,"43,820","54,065","64,177","62,198","65,671","64,125","50,235","51,708","64,968","62,302","58,327",0,0,0,0,0,0,0,0,0,0,0,"72,199","86,319","83,792","94,791","100,601","98,128","121,899","102,012","107,804","99,742","96,729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,109,0,0,0,0,0,0,0,0,12,0,0,30,92,0,50,0,1,45,0,22
Big South Fork NRRA,"794,539","860,017","752,203","737,947","800,460","892,328","855,882","858,388","856,480","860,224","826,847",0,0,0,0,0,0,0,0,0,0,0,"5,184,542","5,623,201","4,984,335","4,914,024","5,472,387","5,990,072","5,914,148","5,942,494","5,949,737","6,140,922","5,611,586",0,0,0,0,0,0,0,0,0,0,0,"1,666","1,847","3,044","3,507","3,682","7,757","13,811","13,082","14,470","17,688","8,055",0,0,0,0,0,0,0,0,0,0,0,"8,915","11,416","10,351","11,760","13,629","11,226","10,657","11,386","11,530","13,477","11,435","13,714","15,808","14,200","15,347","20,453","17,354","17,760","20,158","21,072","26,394","18,226",0,0,0,0,"5,280","5,151","7,138","5,732","5,245","5,717","3,426",0,0,0,0,0,0,0,0,0,0,0,"4,815","2,867","4,897","2,927","3,137","2,381","4,348","4,274","3,604","4,281","3,753"
Big Thicket NPRES,"77,930","64,076","72,269","82,854","127,313","115,466","111,626","77,633","60,087","60,193","84,945",0,0,0,0,0,0,0,0,0,0,0,"282,754","227,691","275,214","343,456","590,095","513,137","476,747","312,477","237,122","226,051","348,474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,307","1,565","1,523","2,073","2,191","2,092","2,328","1,192","1,206","1,103","1,658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bighorn Canyon NRA,"463,311","481,098","459,660","397,336","410,594","378,180","301,533","190,509","279,637","234,013","359,587","30,825","30,825","30,825","30,825","30,825","30,825","30,825","6,900","6,900","6,900","23,648","2,915,321","2,967,287","2,827,085","1,638,981","1,606,395","1,524,035","1,207,291","741,815","1,009,884","862,320","1,730,041","30,825","30,825","30,825","30,825","30,825","30,825","30,825","3,455","3,455","3,455","22,614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,546","4,350","4,755","3,664","3,988","4,126","3,481","3,828","4,023","3,958","3,972","11,727","10,121","11,694","10,487","9,338","9,683","7,786","6,345","10,212","9,407","9,680","2,202",946,"1,444","1,388",867,761,"1,088",603,"1,034",912,"1,125",0,0,0,0,0,0,0,0,0,0,0,"1,473","1,125","1,176","1,106","1,133","1,373",295,0,0,0,768
Biscayne NP,"573,376","488,134","307,512","19,950","25,147","584,519","338,603","392,069","403,239","442,585","357,513",0,0,0,0,0,0,0,0,0,0,0,"2,650,040","2,069,704","1,302,960","59,850","75,441","1,753,557","1,015,809","1,176,207","1,209,717","1,327,755","1,264,104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,"1,092","1,324",0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,560","8,115","4,479",0,0,0,0,0,0,0,"4,115"
Black Canyon of the Gunnison NP,"275,323","316,336","337,209","319,322","214,194","221,113","200,125","209,863","193,451","200,142","248,708",0,0,0,0,0,0,0,0,0,0,0,"644,534","841,849","928,145","903,379","1,128,144","1,081,486","1,031,067","993,681","937,695","950,796","944,078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,332","10,069","9,601","10,640","6,509","7,168","5,912","4,940","5,803","7,419","7,339","5,307","9,929","7,978","7,392","4,918","4,236","4,751","4,031","3,953","3,268","5,576","1,011",693,"1,516","1,872","3,865","1,968","2,156","1,839","1,493","1,597","1,801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Ridge PKWY,"16,854,602","16,414,294","17,561,391","17,889,335","16,928,639","17,415,519","17,169,062","18,373,279","19,026,498","19,836,842","17,746,946","1,942,260","1,942,260","1,942,260","1,942,260","1,942,260","1,942,260","1,942,260","1,942,260","1,942,260","1,942,260","1,942,260","106,480,860","104,131,980","110,678,058","113,212,074","106,659,282","109,683,762","108,055,188","115,211,418","119,705,484","123,996,924","111,781,503","971,136","971,136","971,136","971,136","971,136","971,136","971,136","971,136","971,136","971,136","971,136","58,279","62,086","61,607","62,541","59,919","59,177","66,670","56,775","60,678","63,426","61,116","32,227","32,015","27,466","31,439","25,873","28,262","20,888","19,771","24,769","21,979","26,469","55,094","62,436","56,945","73,277","59,400","61,402","59,474","64,829","73,304","62,606","62,877","72,221","72,619","67,712","69,040","57,998","58,410","53,147","55,554","65,201","50,840","62,274","2,536","4,809","6,214","7,245","7,493","7,732","8,561","8,933","6,088","7,183","6,679",0,0,0,0,0,0,0,0,0,0,0,"1,294","1,294","1,294","1,294","1,294","1,294","1,294","1,294","1,064","1,294","1,271"
Bluestone NSR,,,,"51,848","66,089","63,465","64,651","67,836","56,983","58,610","61,355",,,,0,0,0,0,0,0,0,0,,,,"129,621","165,224","158,663","161,629","169,592","142,460","146,527","153,388",,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
Booker T. Washington NM,"25,060","20,887","25,983","25,894","26,210","25,704","20,134","19,172","19,226","22,623","23,089",104,89,81,84,84,84,84,84,84,84,86,"42,504","31,787","36,151","38,697","38,784","36,853","30,228","38,276","37,305","42,991","37,358",12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston African American NHS,"194,531","232,064","341,487","328,256","467,858","358,029","345,739","365,843","384,331","391,235","340,937",0,0,0,0,0,0,0,0,0,0,0,"159,080","106,251","114,639","69,770","167,129","124,598","120,271","144,136","128,562","129,934","126,437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston NHP,"2,102,943","2,020,563","2,076,084","2,030,197","1,921,510","1,839,498","2,260,565","2,707,789","2,697,197","2,330,011","2,198,636","47,430","48,190","50,090","50,505","45,000","47,520","64,620","64,980","65,160","65,340","54,884","1,923,732","1,770,276","2,197,647","1,826,906","2,250,223","1,480,673","2,259,052","2,632,702","3,041,525","2,259,955","2,164,269","8,064","8,191","8,515","8,586","7,651","8,078","10,987","11,048","11,079","11,110","9,331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
