Park Name,2010 Recreational Visits,2011 Recreational Visits,2012 Recreational Visits,2013 Recreational Visits,2014 Recreational Visits,2015 Recreational Visits,2016 Recreational Visits,2017 Recreational Visits,2018 Recreational Visits,2019 Recreational Visits,2010 - 2019 Average Recreational Visits,2010 Non-Recreational Visits,2011 Non-Recreational Visits,2012 Non-Recreational Visits,2013 Non-Recreational Visits,2014 Non-Recreational Visits,2015 Non-Recreational Visits,2016 Non-Recreational Visits,2017 Non-Recreational Visits,2018 Non-Recreational Visits,2019 Non-Recreational Visits,2010 - 2019 Average Non-Recreational Visits,2010 Recreational Hours,2011 Recreational Hours,2012 Recreational Hours,2013 Recreational Hours,2014 Recreational Hours,2015 Recreational Hours,2016 Recreational Hours,2017 Recreational Hours,2018 Recreational Hours,2019 Recreational Hours,2010 - 2019 Average Recreational Hours,2010 Non-Recreational Hours,2011 Non-Recreational Hours,2012 Non-Recreational Hours,2013 Non-Recreational Hours,2014 Non-Recreational Hours,2015 Non-Recreational Hours,2016 Non-Recreational Hours,2017 Non-Recreational Hours,2018 Non-Recreational Hours,2019 Non-Recreational Hours,2010 - 2019 Average Non-Recreational Hours,2010 Concessioner Lodging,2011 Concessioner Lodging,2012 Concessioner Lodging,2013 Concessioner Lodging,2014 Concessioner Lodging,2015 Concessioner Lodging,2016 Concessioner Lodging,2017 Concessioner Lodging,2018 Concessioner Lodging,2019 Concessioner Lodging,2010 - 2019 Average Concessioner Lodging,2010 Concessioner Camping,2011 Concessioner Camping,2012 Concessioner Camping,2013 Concessioner Camping,2014 Concessioner Camping,2015 Concessioner Camping,2016 Concessioner Camping,2017 Concessioner Camping,2018 Concessioner Camping,2019 Concessioner Camping,2010 - 2019 Average Concessioner Camping,2010 Tent Overnights,2011 Tent Overnights,2012 Tent Overnights,2013 Tent Overnights,2014 Tent Overnights,2015 Tent Overnights,2016 Tent Overnights,2017 Tent Overnights,2018 Tent Overnights,2019 Tent Overnights,2010 - 2019 Average Tent Overnights,2010 RV Overnights,2011 RV Overnights,2012 RV Overnights,2013 RV Overnights,2014 RV Overnights,2015 RV Overnights,2016 RV Overnights,2017 RV Overnights,2018 RV Overnights,2019 RV Overnights,2010 - 2019 Average RV Overnights,2010 Backcountry Overnights,2011 Backcountry Overnights,2012 Backcountry Overnights,2013 Backcountry Overnights,2014 Backcountry Overnights,2015 Backcountry Overnights,2016 Backcountry Overnights,2017 Backcountry Overnights,2018 Backcountry Overnights,2019 Backcountry Overnights,2010 - 2019 Average Backcountry Overnights,2010 Non-recreational Overnights,2011 Non-recreational Overnights,2012 Non-recreational Overnights,2013 Non-recreational Overnights,2014 Non-recreational Overnights,2015 Non-recreational Overnights,2016 Non-recreational Overnights,2017 Non-recreational Overnights,2018 Non-recreational Overnights,2019 Non-recreational Overnights,2010 - 2019 Average Non-recreational Overnights,2010 Miscellaneous Overnights,2011 Miscellaneous Overnights,2012 Miscellaneous Overnights,2013 Miscellaneous Overnights,2014 Miscellaneous Overnights,2015 Miscellaneous Overnights,2016 Miscellaneous Overnights,2017 Miscellaneous Overnights,2018 Miscellaneous Overnights,2019 Miscellaneous Overnights,2010 - 2019 Average Miscellaneous Overnights
Christiansted NHS,"117,214","119,335","126,962","118,638","109,159","116,817","115,446","96,779","107,494","103,594","113,144",0,0,0,0,0,0,0,0,0,0,0,"61,477","67,741","76,727","67,299","62,300","69,245","70,067","57,532","62,885","60,075","65,535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of Rocks NRES,"92,484","95,764","98,996","94,906","94,825","105,289","107,865","130,276","142,250","99,311","106,197",0,0,0,0,0,0,0,0,0,0,0,"323,697","335,179","346,488","332,167","331,882","368,509","377,524","455,966","497,880","347,584","371,688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clara Barton NHS,"23,741","15,620","25,347","22,737","20,028","2,823",0,0,425,"4,100","11,482",0,0,0,0,0,0,0,0,0,0,0,"23,741","15,620","25,347","22,737","20,028","2,823",0,0,425,"4,100","11,482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colonial NHP,"3,459,965","3,414,577","3,274,187","3,168,731","3,335,060","3,343,909","3,352,656","3,333,448","3,294,224","3,327,268","3,330,403","2,060,579","2,058,516","2,235,890","2,427,428","2,075,351","2,075,983","2,106,594","2,106,650","2,108,599","2,107,143","2,136,273","3,658,909","3,590,519","3,438,051","3,354,772","3,526,299","3,537,543","3,560,053","3,541,580","3,439,928","3,523,221","3,517,088","1,030,290","1,029,257","1,117,944","1,213,716","1,037,674","1,037,992","1,053,298","1,053,323","1,054,301","1,053,573","1,068,137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado NM,"433,561","435,460","454,510","409,351","416,862","588,006","391,075","375,035","375,467","397,032","427,636","304,693","306,562","317,092","314,088","316,152","331,829","344,991","350,601","347,277","368,232","330,152","1,199,484","1,173,659","1,263,127","1,155,126","1,229,262","1,571,968","1,302,842","1,292,944","1,251,875","1,377,234","1,281,752","152,347","153,282","158,547","157,044","158,076","165,914","172,495","175,302","173,638","184,116","165,076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,595","10,131","9,793","9,575","10,997","9,235","16,202","16,195","14,622","17,159","12,350","7,507","4,815","8,509","8,176","10,794","10,071","14,601","16,345","14,999","18,039","11,386",198,242,232,174,194,296,358,407,367,278,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congaree NP,"121,208","120,166","109,685","120,340","120,122","87,513","143,843","159,595","145,929","159,445","128,785",0,0,0,0,0,0,0,0,0,0,0,"463,241","470,562","436,977","449,741","423,544","336,062","562,372","703,583","622,647","670,956","513,969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,174","1,176",867,579,460,387,286,"1,424","1,023",881,826,0,0,0,0,0,0,0,0,0,0,0,"3,807","4,327","4,529","3,857","2,699","3,289","6,256","9,816","8,220","8,750","5,555"
Coronado NMEM,"136,284","153,042","97,579","92,936","118,838","132,584","136,075","131,614","103,218","130,328","123,250","2,508","2,508","2,508","2,508","2,508","2,508","2,508","2,508","2,508","2,508","2,508","162,586","162,326","112,163","117,964","129,058","139,906","143,803","140,356","117,521","155,389","138,107","1,248","1,248","1,248","1,248","1,248","1,248","1,248","1,248","1,248","1,248","1,248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cowpens NB,"226,868","223,923","231,973","216,239","200,836","206,740","213,299","212,692","189,410","223,413","214,539",0,0,0,0,0,0,0,0,0,0,0,"187,346","176,588","189,184","196,944","177,204","190,876","202,854","212,092","186,319","191,350","191,076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,5,38,274,252,300,386,226,0,150
Crater Lake NP,"448,319","423,551","447,251","523,027","535,508","614,712","756,344","711,749","720,659","704,512","588,563","49,600","49,600","49,600","49,600","49,600","49,600","49,600","49,600","49,600","49,600","49,600","3,047,840","2,902,645","3,160,375","3,539,726","3,543,833","4,033,484","4,456,078","3,851,809","4,103,920","3,411,782","3,605,149","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","24,800","32,993","40,213","33,028","42,957","34,053","34,629","35,871","30,666","34,647","34,616","35,367","39,881","32,675","44,734","48,069","49,994","55,596","50,761","36,333","42,039","12,478","41,256","5,778","4,241","6,527",0,"3,313","7,548","6,280","4,317","6,739","4,694","4,944",0,0,0,0,0,0,0,0,0,0,0,"1,815","1,925","2,066","3,022","2,929","3,253","4,706","2,851","2,584","2,436","2,759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craters of the Moon NM & PRES,"215,698","198,545","197,529","200,525","214,993","246,826","255,436","285,227","263,506","272,224","235,051",0,0,0,0,0,0,0,0,0,0,0,"642,018","596,310","590,023","612,914","641,229","746,182","668,526","833,329","782,523","774,626","688,768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,891","5,942","6,199","6,720","6,956","7,611","3,349","8,414","4,998","6,001","6,208","7,895","6,832","6,479","6,729","7,714","9,483","5,319","8,510","11,855","9,679","8,050",110,55,139,164,207,306,359,347,354,50,209,0,0,0,0,0,0,0,0,0,0,0,960,"1,290",960,"1,537",40,559,915,"1,071",793,49,817
Cumberland Gap NHP,"918,746","828,947","853,998","768,363","879,934","840,601","820,387","737,547","684,191","704,598","803,731","8,212,118","7,739,355","8,097,124","7,592,556","8,553,790","8,311,786","8,126,357","7,814,995","8,180,477","7,806,085","8,043,464","1,736,006","1,564,820","1,510,880","1,435,406","1,624,031","1,516,942","1,544,783","1,490,210","1,319,453","1,480,826","1,522,336","5,396,804","5,078,064","5,274,738","5,054,599","5,747,935","5,514,796","5,778,962","5,559,103","5,819,052","5,552,780","5,477,683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,263","2,651","2,322","2,769","2,626","3,032","2,311","4,009","2,519","3,299","2,880","9,923","9,839","8,374","8,821","9,033","9,230","10,180","9,545","9,938","12,630","9,751","1,765","1,626","1,295","1,382","1,427","1,284","1,282","1,301",768,548,"1,268",0,0,0,0,0,0,0,0,0,0,0,966,771,805,792,978,930,930,0,160,243,658
Cumberland Island NS,"91,996","74,279","61,493","51,435","61,401","59,859","61,896","51,937","55,650","53,904","62,385",0,0,0,0,0,0,0,0,0,0,0,"780,170","725,465","730,793","759,348","794,406","819,794","768,082","727,121","951,180","921,184","797,754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,499","12,201","12,616","12,700","13,171","13,622","11,839","12,664","22,644","21,185","14,514",0,0,0,0,0,0,0,0,0,0,0,"5,480","4,760","5,327","6,923","6,333","6,420","7,324","6,253","4,550","4,495","5,787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curecanti NRA,"969,549","924,468","862,612","814,163","931,367","944,742","982,498","1,041,446","931,512","836,034","923,839",0,0,0,0,0,0,0,0,0,0,0,"4,112,618","3,933,017","3,712,577","3,379,172","3,830,669","4,042,436","4,191,527","4,696,697","4,335,148","3,921,345","4,015,521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,384","12,380","14,028","11,140","12,544","14,100","18,312","21,624","20,752","20,608","15,887","39,592","37,780","35,444","32,376","33,468","39,316","36,220","47,320","46,040","42,588","39,014",0,115,117,0,218,773,731,962,614,365,390,0,0,0,0,0,0,0,0,0,0,0,"1,691","2,783","2,589",179,549,921,"1,034","1,433","4,277","2,858","1,831"
Cuyahoga Valley NP,"2,492,670","2,161,185","2,299,722","2,103,010","2,189,849","2,284,612","2,423,390","2,226,879","2,096,053","2,237,997","2,251,537",186,192,159,0,0,0,0,0,0,0,54,"7,331,201","6,497,835","7,025,556","6,422,427","6,573,737","6,798,355","7,099,454","6,389,081","6,266,804","6,555,235","6,695,969",94,96,74,0,0,0,0,0,0,0,26,"1,911","4,040","5,915","6,137","6,632","7,351","7,797","7,670","8,607","7,777","6,384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,"1,499","1,051",955,"1,460","1,225","1,545",997,"1,582","1,439","1,256"
Dayton Aviation Heritage NHP,"63,961","68,048","65,999","59,274","57,565","73,588","95,334","99,700","93,541","94,709","77,172",0,0,0,0,0,0,0,0,0,0,0,"87,832","94,575","91,510","80,884","79,331","101,997","130,297","136,661","132,144","130,226","106,546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Soto NMEM,"265,406","355,653","432,981","279,924","342,039","293,647","232,463","233,354","210,993","187,880","283,434",0,0,0,0,0,0,0,0,0,0,0,"437,919","586,826","714,418","461,875","564,363","484,518","383,564","385,034","348,139","310,003","467,666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Valley NP,"984,775","946,867","984,568","951,972","1,101,312","1,154,843","1,296,283","1,294,827","1,678,660","1,740,945","1,213,505","35,766","34,324","35,343","35,419","40,655","42,662","49,687","49,300","66,206","68,981","45,834","7,823,343","7,644,868","7,304,790","6,859,469","7,698,952","8,155,299","9,769,738","9,611,792","11,753,292","12,025,316","8,864,686","53,648","51,485","53,015","53,128","60,983","63,990","74,530","73,949","99,305","103,472","68,751","42,599","52,261","51,861","21,607","30,730","31,222","24,668","40,400","33,211","27,759","35,632","4,456","4,334","5,809","2,852","12,271","51,681","13,653","10,106","2,548","4,360","11,207","70,222","64,842","45,159","53,939","53,868","64,718","97,443","80,544","78,970","74,511","68,422","102,720","100,756","78,338","71,322","67,415","66,445","106,399","96,071","97,563","97,574","88,460",0,0,0,0,0,0,0,0,"1,485","1,915",340,0,0,0,0,0,0,0,0,0,0,0,"1,617","2,186",300,174,490,365,449,"2,246",459,454,874
Delaware Water Gap NRA,"5,285,761","4,986,700","4,970,802","4,843,350","4,041,672","3,735,134","3,677,744","3,400,944","3,261,921","3,374,865","4,157,889","125,831","112,277","115,471","109,056","108,000","108,000","54,000","54,000","54,000","54,000","89,464","23,234,201","22,128,140","21,857,245","21,529,264","18,085,873","16,804,415","15,727,973","14,616,095","13,988,573","14,354,784","18,232,656","62,915","56,139","57,736","54,527","54,000","54,000","27,000","27,000","27,000","27,000","44,732",0,0,0,0,0,0,0,0,0,0,0,"16,121","14,045","7,518","9,749","7,996","4,992","8,711","9,001","8,701","7,507","9,434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,512","63,249","52,002","54,402","52,701","51,998","19,752","17,242","14,690","14,256","39,380",0,0,0,0,0,0,0,0,0,0,0,"34,925","31,773","39,182","43,642","35,262","36,204","22,387","24,373","23,654","21,003","31,241"
Denali NP & PRES,"378,855","406,582","388,433","530,922","531,315","560,757","587,412","642,809","594,660","601,152","522,290","872,110","866,398","885,179","838,590","837,617","821,207","805,746","793,286","784,032","787,826","829,199","6,152,569","6,760,554","6,605,331","7,055,859","7,052,133","7,610,285","8,143,166","8,445,731","6,546,571","6,634,699","7,100,690","218,029","216,600","221,295","209,647","209,403","205,303","201,436","198,321","196,008","196,956","207,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,248","27,587","26,382","8,122","22,570","20,962","17,129","21,644","25,873","54,708","50,269",0,0,0,"21,316","43,486","46,213","50,335","48,758","45,413","33,897","21,257",0,0,0,"28,936","38,625","39,914","41,685","37,862","38,443","35,785","49,309","32,887","23,748","26,211","36,447",0,0,0,0,0,0,0,0,0,0,0,"1,427","1,958","1,224","1,492","1,511","2,159",0,0,0,0,977
Devils Postpile NM,"80,349","97,207","87,845","91,794","114,414","140,313","135,404","109,571","139,724","147,864","114,449",0,0,0,0,0,0,0,0,0,0,0,"361,169","416,076","380,033","383,336","470,318","556,172","473,913","383,497","489,039","517,521","443,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,225","2,818","2,646","2,557","2,814","3,068",0,0,0,0,"1,713","1,219","1,397","1,387",889,"1,067",547,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devils Tower NM,"436,200","395,203","416,994","417,326","440,875","478,833","496,210","499,031","468,216","450,785","449,967","1,989","2,636","2,339","2,276","2,360","3,002","2,698","4,524","3,139","2,978","2,794","1,301,842","1,161,482","1,163,703","1,167,183","1,246,052","1,388,943","1,469,028","1,483,412","1,401,056","1,288,987","1,307,169",995,"1,320","1,166","1,139","1,180","1,501","1,349","2,263","1,571","1,488","1,397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,300","7,827","5,470","5,284","5,459","8,493","10,850","9,210","7,674","5,639","7,521","6,639","5,486","4,709","5,067","6,288","6,491","6,533","8,651","9,660","7,305","6,683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinosaur NM,"197,812","213,559","302,858","274,361","250,625","291,799","304,312","315,859","304,468","298,965","275,462",732,732,732,732,732,732,732,732,732,732,732,"1,631,166","1,406,282","1,580,110","1,636,257","1,687,117","1,848,104","1,822,827","1,737,975","1,745,599","1,835,325","1,693,076",732,732,732,732,732,732,732,732,732,732,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,463","6,913","8,793","9,890","16,308","16,313","17,207","17,623","17,441","18,729","14,568","6,928","4,782","7,566","7,459","9,877","12,389","13,604","13,957","15,135","17,210","10,891","26,268","25,656","32,556","21,281","27,507","30,490","34,591","31,698","30,761","30,338","29,115",0,0,0,0,0,0,0,0,0,0,0,0,"2,715","2,750","4,292","3,623","3,388","4,289","4,000","5,441","2,475","3,297"
Dry Tortugas NP,"53,890","75,171","60,550","58,401","64,865","70,862","73,661","54,281","56,810","79,200","64,769",381,"1,932","3,213","5,214","5,847","12,117","10,200","1,476","4,455","2,586","4,742","664,587","878,841","689,727","650,559","687,564","793,890","839,976","676,371","715,743","613,198","721,046","4,572","23,184","38,556","62,568","70,164","145,404","122,400","17,712","53,460","31,032","56,905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,362","3,822","2,982","2,836","4,438","4,546","5,934","5,342","4,930","6,786","4,498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,"1,932","3,213","5,214","5,847","12,117","10,200","1,476","4,455","2,586","4,742","10,424","33,564","16,279","4,900","6,387","6,494","9,442","5,524","7,138","8,855","10,901"
Edgar Allan Poe NHS,"16,584","14,711","19,104","5,884","13,701","13,862","14,827","14,878","16,314","15,527","14,539",0,0,0,0,0,0,0,0,0,0,0,"16,584","14,711","19,104","5,884","13,701","13,862","14,827","14,878","16,314","15,527","14,539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effigy Mounds NM,"79,783","82,581","78,540","71,074","77,812","81,901","77,195","67,006","55,576","65,581","73,705","1,100","1,100","1,100","1,100","1,100","1,200","1,200","1,200","1,200","1,200","1,150","199,457","206,454","196,352","177,684","194,530","204,749","192,990","167,517","138,939","163,956","184,263",187,187,187,187,187,204,204,204,204,204,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisenhower NHS,"61,210","58,022","53,286","59,179","58,240","54,377","55,550","50,597","42,036","47,277","53,977",0,0,0,0,0,0,0,0,0,0,0,"97,937","92,835","85,257","94,685","93,183","87,003","88,880","80,955","67,257","75,643","86,364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Malpais NM,"134,662","105,356","114,678","137,904","164,063","174,433","157,440","161,526","154,368","158,924","146,335",720,720,720,720,720,720,720,720,720,720,720,"550,883","428,927","458,959","551,647","656,245","697,737","629,764","646,101","617,477","635,695","587,344",180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,417,14,2,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Morro NM,"52,566","48,332","44,808","40,051","46,256","49,390","59,422","59,013","65,453","68,867","53,416","10,940","10,094","9,342","8,320","9,637","10,279","12,467","12,343","13,619","14,283","11,132","153,120","133,559","134,816","123,615","141,915","166,508","175,743","201,594","213,063","218,969","166,290","3,610","3,332","3,081","2,744","3,182","3,392","4,113","4,074","4,495","4,711","3,673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,349","1,128","1,491","1,441","1,586","2,226","1,704","2,699","2,538","2,512","1,867","1,176",815,889,849,"1,013","1,339","1,291","1,700","1,786","1,767","1,263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleanor Roosevelt NHS,"53,067","50,074","55,049","43,686","60,456","64,791","63,480","67,621","54,649","47,630","56,050",0,0,0,0,0,0,0,0,0,0,0,"79,599","75,108","82,573","65,531","90,688","97,182","95,221","101,433","81,971","71,448","84,075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugene O'Neill NHS,"2,445","2,593","2,789","2,929","3,202","3,942","4,287","3,931","3,432","2,944","3,249",219,242,133,138,195,105,186,87,137,74,152,"32,624","6,824","6,534","5,851","5,205","7,506","6,902","6,517","6,323","6,330","9,062",438,484,266,276,390,210,372,174,274,148,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everglades NP,"915,538","934,351","1,141,906","1,047,116","1,110,901","1,077,427","930,907","1,018,557","597,124","1,118,300","989,213","4,518","4,687","2,273","2,003","2,342","1,448","1,162","6,766","6,000","6,000","3,720","3,540,615","3,320,326","3,704,707","3,505,851","3,763,581","4,171,623","3,522,144","3,718,824","2,555,012","4,963,388","3,676,607","20,311","21,083","10,233","9,023","10,544","6,520","5,224","30,449","27,000","27,000","16,739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,440","26,901","3,534","8,756","7,041","8,918","9,130","9,984","10,635","8,410","5,238",0,0,"6,811","11,107","10,031","12,421","9,999","11,483","10,504","10,799","8,137",0,0,"8,448","12,991","11,546","8,456","6,437","5,875","15,961","12,726","17,393","4,391","12,732","10,851",0,0,0,0,0,0,0,0,0,0,0,256,250,471,258,173,108,198,"3,981",18,923,664
Federal Hall NMEM,"178,749","187,109","167,146","148,647","137,538","172,038","314,531","325,497","230,634","264,849","212,674","1,332","2,507","7,103",300,"1,986","2,588","3,519","3,002","1,639","1,751","2,573","130,021","109,407","101,574","81,154","80,933","121,883","232,844","247,106","174,993","191,974","147,189","2,125","4,681","11,400",374,"3,613","3,007","4,646","2,324","2,571","1,762","3,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Island NS,"613,057","519,173","483,334","294,219","384,343","441,899","431,303","456,392","305,710","391,311","432,074","214,029","238,761","196,140","234,126","193,962","223,182","231,171","225,126","220,362","184,626","216,149","2,237,379","1,886,891","1,856,203","1,308,241","1,430,082","1,603,651","1,748,787","1,331,510","1,063,841","1,528,304","1,599,489","642,087","716,283","588,420","702,378","581,886","669,546","693,513","675,378","661,086","553,878","648,446",0,0,0,0,0,0,0,0,0,0,0,"3,830","3,600","2,315","4,610","2,285","4,355","2,510",0,405,"5,315","2,923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,037",885,"1,390",917,407,861,"1,546","3,147","3,045","3,198","1,643",0,0,0,0,0,0,0,0,0,0,0,"38,789","32,613","36,029","28,090","21,002","26,027","22,332","8,388","15,686","12,548","24,150"
First Ladies NHS,"8,766","8,254","9,903","10,068","15,326","12,897","13,378","13,085","11,447","10,913","11,404",0,0,0,0,0,0,0,0,0,0,0,"17,532","16,508","19,806","20,136","30,652","25,794","26,756","26,170","22,894","21,826","22,807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
