Park Name,2010 Recreational Visits,2011 Recreational Visits,2012 Recreational Visits,2013 Recreational Visits,2014 Recreational Visits,2015 Recreational Visits,2016 Recreational Visits,2017 Recreational Visits,2018 Recreational Visits,2019 Recreational Visits,2010 - 2019 Average Recreational Visits,2010 Non-Recreational Visits,2011 Non-Recreational Visits,2012 Non-Recreational Visits,2013 Non-Recreational Visits,2014 Non-Recreational Visits,2015 Non-Recreational Visits,2016 Non-Recreational Visits,2017 Non-Recreational Visits,2018 Non-Recreational Visits,2019 Non-Recreational Visits,2010 - 2019 Average Non-Recreational Visits,2010 Recreational Hours,2011 Recreational Hours,2012 Recreational Hours,2013 Recreational Hours,2014 Recreational Hours,2015 Recreational Hours,2016 Recreational Hours,2017 Recreational Hours,2018 Recreational Hours,2019 Recreational Hours,2010 - 2019 Average Recreational Hours,2010 Non-Recreational Hours,2011 Non-Recreational Hours,2012 Non-Recreational Hours,2013 Non-Recreational Hours,2014 Non-Recreational Hours,2015 Non-Recreational Hours,2016 Non-Recreational Hours,2017 Non-Recreational Hours,2018 Non-Recreational Hours,2019 Non-Recreational Hours,2010 - 2019 Average Non-Recreational Hours,2010 Concessioner Lodging,2011 Concessioner Lodging,2012 Concessioner Lodging,2013 Concessioner Lodging,2014 Concessioner Lodging,2015 Concessioner Lodging,2016 Concessioner Lodging,2017 Concessioner Lodging,2018 Concessioner Lodging,2019 Concessioner Lodging,2010 - 2019 Average Concessioner Lodging,2010 Concessioner Camping,2011 Concessioner Camping,2012 Concessioner Camping,2013 Concessioner Camping,2014 Concessioner Camping,2015 Concessioner Camping,2016 Concessioner Camping,2017 Concessioner Camping,2018 Concessioner Camping,2019 Concessioner Camping,2010 - 2019 Average Concessioner Camping,2010 Tent Overnights,2011 Tent Overnights,2012 Tent Overnights,2013 Tent Overnights,2014 Tent Overnights,2015 Tent Overnights,2016 Tent Overnights,2017 Tent Overnights,2018 Tent Overnights,2019 Tent Overnights,2010 - 2019 Average Tent Overnights,2010 RV Overnights,2011 RV Overnights,2012 RV Overnights,2013 RV Overnights,2014 RV Overnights,2015 RV Overnights,2016 RV Overnights,2017 RV Overnights,2018 RV Overnights,2019 RV Overnights,2010 - 2019 Average RV Overnights,2010 Backcountry Overnights,2011 Backcountry Overnights,2012 Backcountry Overnights,2013 Backcountry Overnights,2014 Backcountry Overnights,2015 Backcountry Overnights,2016 Backcountry Overnights,2017 Backcountry Overnights,2018 Backcountry Overnights,2019 Backcountry Overnights,2010 - 2019 Average Backcountry Overnights,2010 Non-recreational Overnights,2011 Non-recreational Overnights,2012 Non-recreational Overnights,2013 Non-recreational Overnights,2014 Non-recreational Overnights,2015 Non-recreational Overnights,2016 Non-recreational Overnights,2017 Non-recreational Overnights,2018 Non-recreational Overnights,2019 Non-recreational Overnights,2010 - 2019 Average Non-recreational Overnights,2010 Miscellaneous Overnights,2011 Miscellaneous Overnights,2012 Miscellaneous Overnights,2013 Miscellaneous Overnights,2014 Miscellaneous Overnights,2015 Miscellaneous Overnights,2016 Miscellaneous Overnights,2017 Miscellaneous Overnights,2018 Miscellaneous Overnights,2019 Miscellaneous Overnights,2010 - 2019 Average Miscellaneous Overnights
Aniakchak NM & PRES,62,57,19,134,134,153,100,100,100,100,96,0,2,0,0,0,0,0,0,0,0,0,"7,752","4,008",552,"9,144","9,144","7,200","5,640","5,640","5,640","5,520","6,024",0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,156,23,381,381,300,235,235,235,230,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antietam NB,"393,957","384,987","510,921","370,832","337,079","347,180","351,911","366,508","326,197","287,343","367,692",0,0,0,0,0,0,0,0,0,0,0,"717,913","788,594","1,371,845","777,663","714,157","714,347","743,455","763,974","740,791","608,565","794,130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,429,357,403,422,194
Apostle Islands NL,"156,945","176,040","163,419","148,556","290,059","232,662","183,796","203,421","252,920","240,613","204,843","1,054","1,054","1,054","1,054","1,054","1,054","1,054","1,054",780,"2,016","1,123","712,372","753,131","719,940","683,708","923,004","881,363","757,152","776,818","826,760","792,123","782,637",267,267,263,263,263,263,263,263,195,504,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,533","14,665","14,376","14,064","12,795","13,572","11,220","11,550","10,972","7,431","12,618",0,0,0,0,0,0,0,0,0,0,0,"8,825","9,349","9,114","9,066","7,745","9,060","8,395","7,614","6,040","7,644","8,285"
Appomattox Court House NHP,"216,220","258,917","320,668","317,660","278,776","412,640","303,139","113,960","103,044","102,397","242,742",0,0,0,0,0,0,0,0,0,0,0,"179,090","214,455","265,602","263,108","230,902","341,785","251,082","165,513","149,657","148,723","220,992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arches NP,"1,014,405","1,040,758","1,070,577","1,082,866","1,284,767","1,399,247","1,585,718","1,539,028","1,663,557","1,659,702","1,334,063",0,0,0,0,0,0,0,0,0,0,0,"4,173,920","4,344,187","4,397,956","4,432,558","5,005,854","5,420,170","6,049,250","4,672,677","5,906,859","5,912,819","5,031,625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,616","26,264","27,002","27,705","25,252","27,158","28,046","1,426","17,938","17,523","22,193","15,478","16,643","14,742","14,431","15,436","16,565","18,658",826,"16,157","16,290","14,523",923,"1,192",851,953,"1,211","1,208","1,174",65,368,405,835,0,0,0,0,0,0,0,0,0,0,0,"7,095","6,816","6,832","6,241","6,085","6,005","5,959",0,"3,711","4,688","5,343"
Arkansas Post NMEM,"34,712","37,127","39,703","36,420","30,860","38,702","34,405","36,079","30,126","28,519","34,665",0,0,0,0,0,0,0,0,0,0,0,"52,068","55,688","59,589","54,633","46,290","58,053","51,605","54,442","45,189","42,783","52,034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,2
Arlington House The R.E. Lee MEM,"627,576","576,816","562,772","586,531","671,638","532,050","1,057,500","726,059","49,500",0,"539,044",0,0,0,0,0,0,0,0,0,0,0,"313,788","288,406","281,387","293,265","335,819","266,026","528,749","363,031","24,750",0,"269,522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assateague Island NS,"2,106,090","2,105,419","2,154,859","2,056,828","2,170,681","2,275,606","2,267,821","2,347,167","2,136,889","2,344,536","2,196,590","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,600","18,057,565","17,908,634","18,467,173","17,473,410","18,497,102","19,279,580","19,276,908","19,970,763","18,130,663","19,975,719","18,703,752","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,600","3,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,523","35,929","39,184","35,782","38,429","38,328","40,826","41,941","37,600","42,649","39,019","23,228","22,132","22,880","17,986","21,515","20,413","20,735","22,832","21,562","25,125","21,841","2,249","2,100","4,299","1,584","2,034","1,965",973,"1,633","1,556","1,549","1,994",0,0,0,0,0,0,0,0,0,0,0,"17,461","14,551","14,618","15,142","15,915","13,070","14,725","14,814","11,117","11,306","14,272"
Aztec Ruins NM,"37,437","41,106","44,744","41,312","44,721","53,165","57,692","52,756","54,933","63,777","49,164",856,"1,160",969,"1,695","1,930","3,963","2,240","1,835","1,893","2,663","1,920","56,158","61,661","67,115","61,966","67,080","79,747","86,537","79,135","82,398","95,666","73,746","1,286","1,128",969,"1,695","1,930","3,963","2,240","1,835","1,893","2,663","1,960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badlands NP,"977,778","870,741","883,406","892,372","868,094","989,354","996,263","1,054,325","1,008,942","970,998","951,227","18,864","18,864","18,864","55,704","59,891","65,911","70,721","67,459","105,109","55,984","53,737","4,251,417","3,930,808","3,955,172","4,158,056","4,106,567","4,531,214","4,703,459","4,908,225","4,292,825","4,192,793","4,303,054","9,432","9,432","9,432","27,852","29,946","32,956","35,360","33,730","52,554","27,992","26,869","6,424","7,313","6,388","6,169","9,087","9,474","9,875","9,646","9,375","7,092","8,084","23,984","32,485","32,489","37,381","38,088","39,444","47,131","48,157","13,830","19,820","33,281","3,542","2,645","2,182","9,318","8,622","4,627","7,934","4,930","2,920","3,490","5,021",783,464,350,"2,071","2,740",856,"1,500",859,778,930,"1,133","1,658","1,578",979,"1,429","1,419","1,445","1,410","2,433","2,926","2,493","1,777",0,0,0,0,0,0,0,0,0,0,0,115,91,103,117,128,215,318,338,0,0,143
Bandelier NM,"234,896","193,914","150,289","126,682","130,106","174,073","198,478","209,141","198,441","200,741","181,676",840,840,840,840,840,840,840,840,840,840,840,"798,720","736,449","632,717","593,090","606,600","730,982","862,933","940,135","963,875","928,350","779,385",132,132,120,120,120,120,120,120,216,216,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,438","3,301","4,504","4,609","4,442","4,047","5,704","5,358","5,717","4,813","4,393","1,288","2,946","2,471","2,167","3,089","3,423","4,164","5,500","7,694","6,224","3,897",731,471,241,407,285,408,665,638,670,585,510,0,0,0,0,0,0,0,0,0,0,0,"3,806","2,582","2,796","4,121","3,589","3,709","3,966","5,261","4,983","5,676","4,049"
Belmont-Paul Women's Equality NM,,,,,,,"2,704","10,893","9,081","9,913","8,148",,,,,,,705,"2,576",0,0,820,,,,,,,"2,681","10,446","9,043","8,944","7,779",,,,,,,352,"1,288",0,0,410,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0
Bent's Old Fort NHS,"29,120","26,842","25,815","23,324","24,555","26,219","31,948","26,397","23,562","21,674","25,946",0,0,0,0,0,0,0,0,0,0,0,"50,961","46,975","45,176","40,816","42,969","45,883","55,908","46,194","41,233","37,929","45,404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bering Land Bridge NPRES,"2,642","1,890","2,642","2,642","2,636","2,642","2,642","2,642","2,642","2,642","2,566","1,128","1,029","1,098","1,128","1,128","1,128","1,128","1,128","1,128","1,128","1,115","7,926","5,670","7,926","7,926","7,908","7,926","7,926","7,926","7,926","7,926","7,699","9,024","8,232","8,784","9,024","9,024","9,024","9,024","9,024","9,024","9,024","8,921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,123","1,103","1,123","1,123","1,123","1,123","1,123","1,123","1,123","1,123","1,121",360,400,360,360,482,360,360,360,360,482,388,0,0,0,0,0,0,0,0,0,0,0
Big Bend NP,"372,330","361,862","292,055","316,953","314,102","381,747","388,290","440,276","440,091","463,832","377,154","2,364","2,364","2,364","2,364","2,364","2,364","2,364","2,364","2,364","2,364","2,364","8,681,727","7,913,527","7,080,216","7,528,114","8,033,287","9,504,644","10,278,521","11,005,448","10,353,573","10,496,353","9,087,541","7,092","7,092","7,092","7,092","7,092","7,092","7,092","7,092","7,092","7,092","7,092","47,378","42,411","40,955","41,880","46,057","50,747","48,280","44,485","48,065","49,227","45,949","9,303","6,300","7,392","8,220","9,858","9,643","11,654","8,204","13,060","12,618","9,625","39,257","36,425","35,853","39,547","47,035","53,963","64,593","65,446","55,863","54,402","49,238","24,522","19,139","22,916","21,962","21,990","24,420","27,385","33,529","33,209","28,845","25,792","22,712","16,254","15,648","19,378","24,723","32,435","41,793","42,555","23,858","23,320","26,268",0,0,0,0,0,0,0,0,0,0,0,"32,402","28,270","26,218","24,208","28,007","33,945","40,422","44,203","37,299","37,020","33,199"
Big Cypress NPRES,"665,523","941,393","882,570","1,007,788","1,192,856","1,112,290","1,102,148","922,883","794,350","1,007,471","962,927",0,0,0,0,0,0,0,0,0,0,0,"2,439,841","3,326,850","3,336,271","2,927,991","3,974,142","3,356,080","3,766,328","3,106,348","2,445,823","3,393,687","3,207,336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,196","4,176","3,826","1,349","4,073","1,565","2,762","2,128","1,686","2,982","2,874","11,167","11,510","11,761","3,340","8,910","6,115","11,665","8,814","5,772","11,400","9,045","1,055","4,271","14,627","3,843","11,513","3,264","3,287","2,532","3,196","4,026","5,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
Big Hole NB,"44,771","36,290","35,207","38,092","36,987","39,549","41,795","36,717","56,943","45,861","41,221",0,0,0,0,0,0,0,0,0,0,0,"75,399","68,652","52,707","54,575","60,444","58,345","60,745","53,785","85,278","65,928","63,586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big South Fork NRRA,"656,374","606,579","600,161","565,063","599,906","643,135","684,715","761,200","760,906","750,494","662,853",0,0,0,0,0,0,0,0,0,0,0,"4,920,706","4,490,008","4,360,712","4,043,230","4,311,369","4,567,508","5,006,301","5,539,756","5,421,125","5,273,150","4,793,387",0,0,0,0,0,0,0,0,0,0,0,"5,207","3,079","2,239","1,743","2,264","1,316","2,707","3,703","1,813","3,343","2,741",0,0,0,0,0,0,0,0,0,0,0,"6,955","6,399","5,656","4,517","5,050","6,157","7,649","8,848","6,934","6,087","6,425","30,695","26,990","26,788","22,551","25,045","25,251","32,666","36,309","35,785","29,425","29,151","16,015","15,856","11,889","12,138","11,272","12,040","12,794","11,647","9,236","8,417","12,130",0,0,0,0,0,0,0,0,0,0,0,"6,288","4,747","4,564","3,386","3,601","3,221","3,434","2,878","3,439","2,628","3,819"
Big Thicket NPRES,"140,489","137,722","135,262","120,108","109,956","125,832","192,809","170,649","221,514","255,926","161,027",0,0,0,0,0,0,0,0,0,0,0,"395,379","393,284","408,567","402,705","403,050","398,393","701,061","589,027","801,529","826,557","531,955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,932","1,891","2,807","2,461","2,450","2,133","3,339","2,747","1,765","1,536","2,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bighorn Canyon NRA,"258,637","201,010","245,831","241,527","224,083","245,173","259,485","231,836","235,570","249,659","239,281","6,900","6,900","6,900","6,900","6,900","6,900","6,900","6,900","6,900","6,900","6,900","934,903","707,993","876,897","926,217","865,807","909,022","988,688","885,290","903,652","1,026,252","902,472","3,455","3,455","3,447","3,447","3,447","3,447","3,447","3,447","3,447","3,447","3,449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,588",959,"5,529","2,844","4,650","3,102","3,420","3,642","2,922","2,016","2,532",11,"3,067","11,760","6,129","9,990","7,578","6,306","9,315","7,002","6,669","6,450",78,"7,128","3,288",305,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
