Park Name,2000 Recreational Visits,2001 Recreational Visits,2002 Recreational Visits,2003 Recreational Visits,2004 Recreational Visits,2005 Recreational Visits,2006 Recreational Visits,2007 Recreational Visits,2008 Recreational Visits,2009 Recreational Visits,2000 - 2009 Average Recreational Visits,2000 Non-Recreational Visits,2001 Non-Recreational Visits,2002 Non-Recreational Visits,2003 Non-Recreational Visits,2004 Non-Recreational Visits,2005 Non-Recreational Visits,2006 Non-Recreational Visits,2007 Non-Recreational Visits,2008 Non-Recreational Visits,2009 Non-Recreational Visits,2000 - 2009 Average Non-Recreational Visits,2000 Recreational Hours,2001 Recreational Hours,2002 Recreational Hours,2003 Recreational Hours,2004 Recreational Hours,2005 Recreational Hours,2006 Recreational Hours,2007 Recreational Hours,2008 Recreational Hours,2009 Recreational Hours,2000 - 2009 Average Recreational Hours,2000 Non-Recreational Hours,2001 Non-Recreational Hours,2002 Non-Recreational Hours,2003 Non-Recreational Hours,2004 Non-Recreational Hours,2005 Non-Recreational Hours,2006 Non-Recreational Hours,2007 Non-Recreational Hours,2008 Non-Recreational Hours,2009 Non-Recreational Hours,2000 - 2009 Average Non-Recreational Hours,2000 Concessioner Lodging,2001 Concessioner Lodging,2002 Concessioner Lodging,2003 Concessioner Lodging,2004 Concessioner Lodging,2005 Concessioner Lodging,2006 Concessioner Lodging,2007 Concessioner Lodging,2008 Concessioner Lodging,2009 Concessioner Lodging,2000 - 2009 Average Concessioner Lodging,2000 Concessioner Camping,2001 Concessioner Camping,2002 Concessioner Camping,2003 Concessioner Camping,2004 Concessioner Camping,2005 Concessioner Camping,2006 Concessioner Camping,2007 Concessioner Camping,2008 Concessioner Camping,2009 Concessioner Camping,2000 - 2009 Average Concessioner Camping,2000 Tent Overnights,2001 Tent Overnights,2002 Tent Overnights,2003 Tent Overnights,2004 Tent Overnights,2005 Tent Overnights,2006 Tent Overnights,2007 Tent Overnights,2008 Tent Overnights,2009 Tent Overnights,2000 - 2009 Average Tent Overnights,2000 RV Overnights,2001 RV Overnights,2002 RV Overnights,2003 RV Overnights,2004 RV Overnights,2005 RV Overnights,2006 RV Overnights,2007 RV Overnights,2008 RV Overnights,2009 RV Overnights,2000 - 2009 Average RV Overnights,2000 Backcountry Overnights,2001 Backcountry Overnights,2002 Backcountry Overnights,2003 Backcountry Overnights,2004 Backcountry Overnights,2005 Backcountry Overnights,2006 Backcountry Overnights,2007 Backcountry Overnights,2008 Backcountry Overnights,2009 Backcountry Overnights,2000 - 2009 Average Backcountry Overnights,2000 Non-recreational Overnights,2001 Non-recreational Overnights,2002 Non-recreational Overnights,2003 Non-recreational Overnights,2004 Non-recreational Overnights,2005 Non-recreational Overnights,2006 Non-recreational Overnights,2007 Non-recreational Overnights,2008 Non-recreational Overnights,2009 Non-recreational Overnights,2000 - 2009 Average Non-recreational Overnights,2000 Miscellaneous Overnights,2001 Miscellaneous Overnights,2002 Miscellaneous Overnights,2003 Miscellaneous Overnights,2004 Miscellaneous Overnights,2005 Miscellaneous Overnights,2006 Miscellaneous Overnights,2007 Miscellaneous Overnights,2008 Miscellaneous Overnights,2009 Miscellaneous Overnights,2000 - 2009 Average Miscellaneous Overnights
Hopewell Furnace NHS,"69,152","64,898","60,733","53,694","50,246","49,980","49,239","56,013","49,328","53,186","55,647",600,600,600,600,600,600,600,600,600,600,600,"82,986","77,880","72,880","64,433","60,294","59,973","59,086","67,214","59,191","63,823","66,776",300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horseshoe Bend NMP,"125,372","108,190","104,033","85,311","87,956","58,564","70,067","73,669","50,719","72,232","83,611","864,734","873,084","1,068,789","1,246,473","963,366","907,683","927,198","906,673","885,891","931,492","957,538","298,166","257,560","248,263","197,537","228,411","145,286","171,441","174,929","125,955","172,786","202,033","288,215","290,998","356,225","415,449","321,090","302,530","309,032","302,194","295,266","310,466","319,147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Springs NP,"1,338,156","1,296,786","1,440,227","1,561,311","1,418,735","1,340,160","1,273,456","1,300,152","1,238,147","1,284,707","1,349,184","2,046,363","1,934,979","2,018,238","2,303,244","2,437,800","2,425,492","2,551,874","2,388,253","2,184,030","2,079,230","2,236,950","853,651","889,727","986,675","862,050","954,543","3,018,664","3,101,429","2,955,784","2,757,018","2,856,583","1,923,612","409,272","386,995","403,647","460,649","487,559","485,100","510,372","477,650","436,807","415,846","447,390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,591","2,968","3,072","3,481","3,088","3,175","3,175","3,990","4,771","4,597","3,391","2,070","2,564","2,988","2,824","2,815","2,975","2,975","2,295","1,693","5,018","2,822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hovenweep NM,"43,300","37,396","30,918","29,737","26,854","26,662","26,348","26,263","25,411","27,855","30,074",300,300,300,300,300,300,300,300,300,300,300,"119,936","107,192","95,511","94,753","86,759","87,117","84,760","84,398","87,540","94,782","94,275",60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,898,936,"1,060",895,829,828,774,860,894,888,483,452,467,410,482,579,508,554,670,734,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubbell Trading Post NHS,"216,407","234,631","196,874","163,883","130,411","95,676","72,516","69,211","61,955","99,267","134,083","4,584","4,584","4,584","4,584","4,584","4,584","4,584","4,584","4,584","4,584","4,584","111,810","121,226","101,718","84,670","67,377","49,431","37,466","35,759","32,008","51,286","69,275","1,056","1,056","1,056","1,056","1,056","1,056","1,056","1,056","1,056","1,056","1,056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Independence NHP,"3,179,157","2,813,047","2,972,104","2,712,277","4,087,918","3,951,073","3,532,245","3,705,538","4,076,638","3,967,694","3,499,769",0,0,0,0,0,0,0,0,0,0,0,"4,766,524","4,239,601","4,365,150","4,055,192","6,146,681","5,946,292","5,363,993","5,642,074","6,196,525","6,010,618","5,273,265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Dunes NP,"1,820,228","1,735,404","1,989,941","1,953,449","1,810,330","2,127,336","1,938,132","1,972,344","1,833,596","1,944,568","1,912,533","104,904","104,904","102,930","70,986","54,473","51,352","46,173","45,693","29,957","21,447","63,282","5,082,487","4,870,023","5,491,925","5,303,674","5,042,769","5,719,434","5,141,754","5,226,674","5,147,366","5,424,751","5,245,086","52,452","52,452","51,465","35,493","27,235","25,675","23,085","22,844","14,982","10,723","31,641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,997","16,961","19,121","17,419","22,819","19,685","16,597","17,323","18,501","18,690","18,611","5,348","4,607","5,183","5,494","6,858","3,928","3,742","3,974","4,503","4,241","4,788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,050","6,400","7,101","5,683","5,652","5,940","7,826","5,697","7,923","5,186","6,446"
Isle Royale NP,"21,096","19,431","19,463","17,800","17,276","17,398","17,070","15,973","14,038","14,653","17,420",146,133,141,171,114,103,110,66,183,181,135,"1,465,644","1,620,328","1,395,963","1,376,382","1,275,960","1,318,880","1,265,521","1,249,925","1,127,451","1,040,114","1,313,617","19,488","11,492","10,960","13,256","9,028","1,580","4,112","2,692","6,128","8,384","8,712","7,730","6,576","6,682","6,375","6,699","7,996","7,769","6,974","6,144","5,948","6,889",591,535,506,662,542,525,384,485,315,327,487,"7,200","6,731","5,720","5,545","4,887","4,928","5,230","5,135","5,096","4,551","5,502",0,0,0,0,0,0,0,0,0,0,0,"40,157","49,077","40,389","40,069","36,706","36,889","35,439","35,400","32,289","28,864","37,528",807,477,453,548,374,52,166,110,248,343,358,"4,170","3,575","3,800","3,726","3,402","3,670","2,994","3,265","2,369","2,831","3,380"
James A. Garfield NHS,"23,629","21,115","16,959","17,984","13,973","15,334","19,916","19,196","27,289","17,100","19,250",0,0,0,0,0,0,0,0,0,0,0,"47,258","42,230","33,918","35,968","27,946","30,668","39,832","38,392","54,578","34,200","38,499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Lafitte NHP & PRES,"878,759","923,604","699,680","631,942","595,128","429,267","264,680","303,373","339,821","335,075","540,133","410,390","469,666","353,123","369,766","358,746","12,720","12,720","192,000","192,000","192,000","256,313","1,540,741","1,679,538","1,216,711","1,150,918","1,099,254","680,170","445,663","465,897","527,636","537,435","934,396","100,738","115,557","88,277","93,760","91,007","91,320","91,320","91,320","91,320","91,320","94,594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jewel Cave NM,"128,960","125,330","131,215","126,363","108,948","102,318","97,395","105,321","100,481","129,595","115,593",485,348,385,372,378,397,152,112,249,201,308,"142,450","137,323","147,603","266,582","232,473","220,517","213,276","215,752","215,673","267,760","205,941",485,348,385,372,378,397,152,112,249,201,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Carter NHS,"52,103","59,716","52,706","62,784","71,294","94,945","86,016","84,501","82,417","69,972","71,645",0,0,0,0,0,0,0,0,0,0,0,"26,055","29,861","26,354","31,394","35,649","93,113","108,191","110,239","109,817","89,355","66,003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John D. Rockefeller, Jr. MEM PKWY","1,210,790","1,180,278","1,144,220","1,135,664","1,070,301","1,077,646","1,034,954","1,172,125","1,099,060","1,139,923","1,126,496","10,800","10,800","10,800","10,800","10,800","10,800","10,800","10,800","10,800","10,800","10,800","2,364,615","2,423,749","2,103,150","2,401,249","2,117,644","2,424,382","1,764,612","2,381,635","1,754,574","1,723,949","2,145,956","2,700","2,700","2,700","2,700","2,700","2,700","2,700","2,700","2,700","2,700","2,700","22,993","25,830","17,689","23,785","23,101","26,469","24,064","25,674","20,987","15,402","22,599","30,003","31,981","26,160","35,102","26,171","35,759","8,303","30,802","7,911","10,529","24,272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,219","2,524","2,626","2,751","1,818","3,467","3,227","2,524","3,078","2,558","2,679",0,0,0,0,0,0,0,0,0,0,0,"1,069",322,302,99,0,0,0,0,0,0,179
John Day Fossil Beds NM,"100,522","98,489","114,392","108,181","117,613","124,937","119,656","124,704","112,578","130,925","115,200",840,840,840,840,840,840,840,840,840,840,840,"120,206","117,847","136,310","129,103","140,045","148,541","142,415","148,270","134,204","155,186","137,213",84,84,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,300,300,300,300,300,300,275,298
John F. Kennedy NHS,"12,262","12,244","9,417","9,330","11,073","7,616","6,490","8,896","10,090","16,333","10,375",0,0,0,0,0,0,0,0,0,0,0,"6,133","6,125","4,710","4,666","5,538","3,809","3,246","4,450","5,046","8,169","5,189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Muir NHS,"32,538","25,257","27,942","26,578","27,873","28,166","29,499","30,875","28,770","34,516","29,201","1,798","1,716","1,968","1,758","2,213","1,833","1,744","1,721","1,797","2,132","1,868","53,472","41,300","47,566","42,894","45,981","45,833","48,043","48,919","45,489","54,118","47,362",452,430,494,442,555,460,437,431,451,533,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnstown Flood NMEM,"122,323","119,462","136,135","105,361","115,020","111,987","112,239","126,066","135,308","114,350","119,825","100,178","95,851","113,242","110,744","106,217","110,256","120,637","105,779","121,815","144,247","112,897","122,873","125,604","142,864","111,484","121,464","119,848","120,762","137,563","144,809","122,194","126,947","3,005","2,876","3,397","3,321","3,188","3,308","3,618","3,174","3,656","4,327","3,387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Tree NP,"1,233,935","1,280,917","1,178,376","1,283,346","1,243,659","1,375,111","1,256,421","1,298,979","1,392,446","1,304,471","1,284,766","4,323","4,782","4,314","4,639","4,444","4,978","4,549","4,807","5,108","4,823","4,677","8,972,945","9,153,232","9,629,049","10,157,201","9,072,970","10,033,674","9,295,494","9,669,763","9,481,131","9,866,129","9,533,159","4,323","4,782","4,314","4,639","4,444","4,978","4,549","4,807","5,108","4,823","4,677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"139,671","128,532","175,536","191,480","148,168","148,036","150,400","157,028","131,380","159,456","152,969","49,026","44,856","47,526","44,085","33,126","61,872","39,324","40,032","34,809","37,821","43,248","7,379","5,868","6,919","5,384","7,407","5,875","5,497","4,739","3,865","5,592","5,853",0,0,0,0,0,0,0,0,0,0,0,"49,380","55,143","48,163","48,530","56,467","52,648","55,754","55,666","64,566","63,357","54,967"
Kalaupapa NHP,"86,989","63,006","60,825","57,972","61,797","48,772","46,839","60,992","60,934","30,654","57,878",0,0,0,0,0,0,0,0,0,0,0,"695,912","504,048","486,600","463,776","494,376","390,176","374,712","487,936","487,472","245,232","463,024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaloko Honokohau NHP,"44,150","54,000","70,101","77,632","91,462","85,891","112,344","119,237","104,835","166,380","92,603",0,0,0,0,0,0,0,0,0,0,0,"113,519","140,250","180,431","213,537","248,295","212,926","324,982","344,445","264,324","233,782","227,649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katmai NP & PRES,"71,389","67,038","59,025","51,589","56,787","54,274","68,630","82,634","7,970","43,035","56,237",333,338,338,21,348,348,335,325,0,250,264,"870,972","831,650","801,982","306,694","582,474","419,621","462,388","487,928","60,213","307,706","513,163","11,376","11,656","11,656","5,592","2,784","2,784","2,680","2,600",0,"2,000","5,313","3,908","3,501","4,040","3,775","3,899","4,216","4,096","3,362","1,156","2,368","3,432",0,0,0,0,0,0,0,0,0,0,0,"3,084","2,315","2,315","2,043","2,521","2,881","2,873","2,296",0,"1,993","2,232",0,0,0,0,0,0,0,0,0,0,0,"21,231","20,903","21,186",345,316,653,461,494,0,383,"6,597",363,373,373,226,0,0,0,0,0,0,134,259,134,134,0,0,0,0,0,0,0,53
Kenai Fjords NP,"254,790","262,353","251,799","243,719","244,232","258,297","251,630","284,604","272,190","218,358","254,197",0,0,0,0,0,0,0,0,0,0,0,"837,765","861,868","804,859","758,033","745,618","844,533","834,059","913,094","895,350","689,012","818,419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,292","1,574","1,032",34,"1,184","1,718","1,236","1,460","1,478","1,146","1,215",28,0,52,164,66,0,0,0,0,0,31,"2,342","2,973","2,704","2,387","1,840","1,479","1,637",195,194,953,"1,670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kennesaw Mountain NBP,"1,341,712","1,329,271","1,359,114","1,422,380","1,221,752","1,005,510","1,316,129","1,329,441","1,415,917","1,372,228","1,311,345","10,140,426","10,151,091","10,124,495","10,076,347","10,218,751","10,383,047","25,764,058","25,781,205","25,715,624","25,749,151","16,410,420","2,184,244","2,153,538","2,224,918","2,462,785","2,029,901","1,607,132","2,030,946","2,046,817","2,172,060","2,099,293","2,101,163","1,622,468","1,624,175","1,619,918","1,612,216","1,635,000","1,661,288","4,122,249","4,124,992","4,114,502","4,119,863","2,625,667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,34,20,17,19,0,0,0,0,0,25
Kings Canyon NP,"528,987","541,787","545,420","555,987","525,035","594,893","552,766","580,129","574,870","609,296","560,917","31,108","33,345","32,062","21,749","21,336","18,039","21,603","20,325","20,339","20,452","24,036","17,011,012","17,337,518","17,320,844","17,828,305","16,528,053","19,165,802","18,003,322","18,608,422","18,119,164","19,608,978","17,953,142","124,432","133,380","128,248","86,996","85,344","72,156","86,412","81,300","81,356","81,808","96,143","45,592","46,114","35,003","38,501","34,131","34,785","25,909","39,493","40,246","40,126","37,990",0,0,0,0,0,0,0,0,0,0,0,"73,865","71,608","74,123","72,909","62,464","71,131","67,448","69,607","74,367","77,583","71,511","31,634","30,265","29,707","28,751","26,032","32,123","29,532","32,954","35,710","32,897","30,961","59,701","81,057","54,484","64,369","15,002","12,793","15,697","11,760","14,180","14,309","34,335",0,0,0,0,0,0,0,0,0,0,0,"6,067","6,574","5,299","9,777","46,865","17,223","14,651","13,821","15,701","17,163","15,314"
Kings Mountain NMP,"257,499","267,402","265,077","272,106","268,504","268,394","259,287","262,283","254,997","277,576","265,313","252,163","262,220","259,963","267,198","261,719","257,454","251,112","254,421","247,091","267,611","258,095","256,986","318,618","238,836","259,264","242,304","290,050","233,102","266,869","277,833","299,312","268,317","42,010","43,686","43,308","44,516","43,603","42,891","41,834","42,387","41,166","44,584","42,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,131,97,80,76,90,113,96,61,87,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Alaska,"697,051","713,436","754,436","844,576","843,623","888,255","903,079","975,043","935,940","880,512","843,595",0,0,0,0,0,0,0,0,0,0,0,"2,973,863","2,995,723","3,138,290","3,467,792","3,759,643","3,860,989","3,709,049","3,831,985","3,938,857","3,852,045","3,552,824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,047",608,"1,033","2,406","2,927","1,299","2,218","1,929","2,349","1,370","1,719",578,455,618,34,6,"1,062",31,0,0,0,278,"4,283","4,793","4,941","4,963","5,005","4,297","3,590","3,768","4,037","3,636","4,331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klondike Gold Rush NHP Seattle,"124,680","76,030","66,182","64,097","66,786","70,783","53,107","54,971","58,389","54,219","68,924",0,0,0,0,0,0,0,0,0,0,0,"93,511","57,023","49,639","48,075","50,089","53,088","92,940","96,201","102,183","94,885","73,763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knife River Indian Villages NHS,"33,048","36,280","31,662","36,605","40,166","31,079","24,235","22,558","24,798","29,390","30,982",439,681,746,605,614,625,469,576,476,500,573,"54,084","61,662","51,984","59,330","64,206","48,972","38,906","35,691","38,312","47,432","50,058",222,343,376,306,311,314,237,291,241,252,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobuk Valley NP,"2,646","4,217","4,046","4,006","4,744","5,037","3,005",847,"1,565","1,879","3,199","5,650","6,970","7,150","4,690","4,620","4,374","2,161","1,341","1,365","1,326","3,965","8,316","13,442","13,586","13,771","17,542","19,224","6,857","2,065","3,806","4,876","10,349","45,200","55,760","57,200","37,520","36,960","34,992","17,288","10,728","10,920","10,608","31,718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35,0,148,509,292,334,818,219,250,0,100,350,0,401,"1,253","1,039","1,321","1,148",586,0,0,0,0,0,0,0,0,0,0,0
Korean War Veterans Memorial,"2,923,716","2,961,477","2,675,205","2,535,768","3,610,796","3,214,467","3,248,757","3,433,663","3,654,976","3,117,046","3,137,587",0,0,0,0,0,0,0,0,0,0,0,"1,488,361","1,481,741","1,337,603","1,267,884","1,805,396","1,607,229","1,624,379","1,716,833","1,827,488","1,558,522","1,571,544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Chelan NRA,"51,825","42,548","40,590","35,549","42,529","29,783","35,151","34,665","25,139","34,554","37,233",0,0,0,0,0,0,0,0,0,0,0,"650,962","528,050","496,569","496,583","567,168","394,297","406,518","415,114","265,545","438,240","465,905",0,0,0,0,0,0,0,0,0,0,0,"9,197","8,319","8,199","8,796","7,008","7,565","5,390","5,267","7,983","5,712","7,344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,703","3,765","4,986","5,474","5,564","4,722","3,762","4,561",20,632,"3,819",0,0,0,0,0,0,0,0,0,0,0,"6,476","5,171","2,641","2,515","4,479","1,531","2,516","2,625",30,"9,705","3,769"
Lake Clark NP & PRES,"6,493","4,397","4,325","4,505","4,906","5,408","5,320","5,549","6,802","9,711","5,742",0,0,0,0,0,0,0,0,0,0,0,"57,184","60,230","60,350","52,350","53,812","53,936","47,270","43,592","65,216","92,484","58,642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,009","2,338","2,350","1,970","2,000","1,960","1,665","1,477","2,346","3,321","2,144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Mead NRA,"8,755,005","8,465,547","7,550,284","7,915,581","7,819,984","7,692,438","7,777,753","7,622,139","7,601,863","7,668,689","7,886,928","317,540","307,042","273,844","287,096","283,626","279,000","282,095","276,450","275,717","278,141","286,055","74,063,875","70,048,283","64,382,484","65,592,446","63,635,689","62,445,613","64,180,314","62,338,575","64,900,670","63,507,488","65,509,544","1,905,240","1,842,252","1,643,068","1,722,562","1,701,758","1,674,002","1,692,567","1,658,705","1,654,292","1,668,833","1,716,328","58,205","50,189","51,846","44,531","45,397","45,491","44,010","41,076","34,910","26,696","44,235","188,943","170,233","170,891","195,878","167,910","164,965","171,271","122,127","188,433","163,112","170,376","114,433","98,528","113,424","103,655","95,560","88,040","106,151","109,161","126,784","120,697","107,643","145,644","125,403","144,356","131,924","121,621","112,049","135,100","138,932","161,358","153,616","137,000","338,955","288,659","256,990","219,601","228,067","211,364","223,785","222,774","199,921","196,480","238,660","278,773","249,921","279,103","292,808","252,914","257,730","262,499","236,352","195,316","178,271","248,369","146,515","154,630","142,109","138,765","112,035","129,101","127,061","131,443","177,831","145,925","140,542"
Lake Meredith NRA,"1,615,751","1,248,278","936,234","972,722","768,715","1,113,192","1,037,610","984,108","875,280","1,080,644","1,063,253",0,0,0,0,0,0,0,0,0,0,0,"4,938,365","3,843,162","2,865,168","2,998,818","2,364,895","3,258,021","3,034,076","2,906,739","2,477,109","3,019,591","3,170,594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,083","11,252","7,315","13,030","10,280","9,663","8,648","8,074","6,104","7,331","9,578","65,881","56,259","41,249","34,986","28,358","37,277","36,549","38,321","25,756","30,075","39,471","6,832","5,307","4,500","5,866","4,273","3,357","2,552",256,47,20,"3,301",0,0,0,0,0,0,0,0,0,0,0,"2,013",200,987,"1,107",912,985,677,152,559,180,777
