Park Name,1980 Recreational Visits,1981 Recreational Visits,1982 Recreational Visits,1983 Recreational Visits,1984 Recreational Visits,1985 Recreational Visits,1986 Recreational Visits,1987 Recreational Visits,1988 Recreational Visits,1989 Recreational Visits,1980 - 1989 Average Recreational Visits,1980 Non-Recreational Visits,1981 Non-Recreational Visits,1982 Non-Recreational Visits,1983 Non-Recreational Visits,1984 Non-Recreational Visits,1985 Non-Recreational Visits,1986 Non-Recreational Visits,1987 Non-Recreational Visits,1988 Non-Recreational Visits,1989 Non-Recreational Visits,1980 - 1989 Average Non-Recreational Visits,1980 Recreational Hours,1981 Recreational Hours,1982 Recreational Hours,1983 Recreational Hours,1984 Recreational Hours,1985 Recreational Hours,1986 Recreational Hours,1987 Recreational Hours,1988 Recreational Hours,1989 Recreational Hours,1980 - 1989 Average Recreational Hours,1980 Non-Recreational Hours,1981 Non-Recreational Hours,1982 Non-Recreational Hours,1983 Non-Recreational Hours,1984 Non-Recreational Hours,1985 Non-Recreational Hours,1986 Non-Recreational Hours,1987 Non-Recreational Hours,1988 Non-Recreational Hours,1989 Non-Recreational Hours,1980 - 1989 Average Non-Recreational Hours,1980 Concessioner Lodging,1981 Concessioner Lodging,1982 Concessioner Lodging,1983 Concessioner Lodging,1984 Concessioner Lodging,1985 Concessioner Lodging,1986 Concessioner Lodging,1987 Concessioner Lodging,1988 Concessioner Lodging,1989 Concessioner Lodging,1980 - 1989 Average Concessioner Lodging,1980 Concessioner Camping,1981 Concessioner Camping,1982 Concessioner Camping,1983 Concessioner Camping,1984 Concessioner Camping,1985 Concessioner Camping,1986 Concessioner Camping,1987 Concessioner Camping,1988 Concessioner Camping,1989 Concessioner Camping,1980 - 1989 Average Concessioner Camping,1980 Tent Overnights,1981 Tent Overnights,1982 Tent Overnights,1983 Tent Overnights,1984 Tent Overnights,1985 Tent Overnights,1986 Tent Overnights,1987 Tent Overnights,1988 Tent Overnights,1989 Tent Overnights,1980 - 1989 Average Tent Overnights,1980 RV Overnights,1981 RV Overnights,1982 RV Overnights,1983 RV Overnights,1984 RV Overnights,1985 RV Overnights,1986 RV Overnights,1987 RV Overnights,1988 RV Overnights,1989 RV Overnights,1980 - 1989 Average RV Overnights,1980 Backcountry Overnights,1981 Backcountry Overnights,1982 Backcountry Overnights,1983 Backcountry Overnights,1984 Backcountry Overnights,1985 Backcountry Overnights,1986 Backcountry Overnights,1987 Backcountry Overnights,1988 Backcountry Overnights,1989 Backcountry Overnights,1980 - 1989 Average Backcountry Overnights,1980 Non-recreational Overnights,1981 Non-recreational Overnights,1982 Non-recreational Overnights,1983 Non-recreational Overnights,1984 Non-recreational Overnights,1985 Non-recreational Overnights,1986 Non-recreational Overnights,1987 Non-recreational Overnights,1988 Non-recreational Overnights,1989 Non-recreational Overnights,1980 - 1989 Average Non-recreational Overnights,1980 Miscellaneous Overnights,1981 Miscellaneous Overnights,1982 Miscellaneous Overnights,1983 Miscellaneous Overnights,1984 Miscellaneous Overnights,1985 Miscellaneous Overnights,1986 Miscellaneous Overnights,1987 Miscellaneous Overnights,1988 Miscellaneous Overnights,1989 Miscellaneous Overnights,1980 - 1989 Average Miscellaneous Overnights
Cumberland Island NS,"34,682","37,530","38,450","32,832","32,372","30,077","28,165","27,879","30,066","35,149","32,720",0,0,0,0,0,0,0,0,0,0,0,"208,092","225,180","475,212","467,604","417,132","370,560","390,339","424,247","669,486","769,243","441,710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,109","11,120","11,987","15,102","11,880","11,108","10,856","11,907","12,618","13,663","12,135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,258","8,437","1,570",0,0,0,0,0,0,0,0,0,0,0,"7,547","8,290","8,389","7,449","6,695","6,406","5,915","7,005",0,0,"5,770"
Curecanti NRA,"891,490","988,951","994,265","1,050,217","994,143","1,071,782","1,114,756","1,096,823","1,076,510","1,125,447","1,040,438",0,0,0,0,0,0,0,0,0,0,0,"2,928,923","3,192,683","3,244,253","3,274,023","2,657,622","3,024,303","3,825,912","3,437,772","3,218,657","5,436,910","3,424,106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,092","12,556","10,596","11,880","12,724","18,024","15,564","16,084","11,944","12,144","13,361","86,780","87,616","81,308","91,584","84,752","98,373","110,744","112,414","81,464","87,076","92,211",573,"1,589","1,252","1,231","1,174","1,032","1,071",756,622,708,"1,001",0,0,0,0,0,0,0,0,0,0,0,0,407,348,328,739,0,0,868,733,901,432
Cuyahoga Valley NP,"563,300","596,300","717,815","939,562","1,018,828","1,004,858","1,042,148","1,113,405","1,229,717","1,159,648","938,558",0,0,"6,464","9,696","9,696","9,696","9,696","9,688","9,696","9,696","7,433","1,408,250","1,513,000","1,309,980","2,032,910","2,015,431","2,054,647","2,214,902","2,249,252","2,609,851","2,284,232","1,969,246",0,0,"3,232","4,848","4,848","4,848","4,848","4,844","4,848","4,848","3,716",0,0,0,0,0,0,0,"1,334","1,000","1,144",348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,6,0,0,21,0,0,0,0,0,522,"1,083",163
De Soto NMEM,"172,932","165,366","197,272","220,721","221,504","201,869","209,398","209,774","152,281","116,714","186,783",0,0,0,0,0,0,0,0,0,0,0,"286,204","273,680","326,484","365,291","366,589","334,095","346,552","347,024","252,026","193,162","309,111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Valley NP,"618,140","630,402","679,992","635,582","621,197","576,679","586,668","665,345","692,267","664,449","637,072","25,756","26,266","28,332","26,483","25,885","24,030","24,445","27,719","28,844","27,633","26,539","7,218,576","7,478,822","8,161,736","8,027,905","7,410,936","7,154,917","7,153,615","7,436,831","7,965,282","7,412,625","7,542,125","38,640","39,401","42,500","39,727","38,831","36,046","36,521","41,580","43,269","41,535","39,805","23,333","26,550","23,716","24,142","21,857","17,716","19,415","20,021","25,353","27,546","22,965","4,471","4,727","4,689","5,450","5,645","3,891","5,085","4,103","4,646","4,861","4,757","60,508","62,468","66,605","68,857","56,091","54,084","57,435","55,014","61,743","65,483","60,829","224,234","233,110","267,948","273,223","242,661","257,076","241,167","229,632","249,726","211,093","242,987",291,103,777,591,519,0,0,40,0,0,232,0,0,0,0,0,0,0,0,0,0,0,"5,424","7,057","4,837","5,356","6,089","4,433","5,315","5,562","5,017","4,466","5,356"
Delaware Water Gap NRA,"2,470,965","2,396,100","2,135,790","2,293,666","2,136,212","2,186,179","2,247,087","2,546,884","2,527,862","2,434,195","2,337,494",0,0,0,"2,241,993","3,075,710","2,463,397","2,332,656","2,739,304","4,112,750","4,554,424","2,152,023","11,595,746","11,757,545","10,455,823","10,101,328","9,223,669","9,064,231","9,208,283","10,942,279","10,990,268","10,959,901","10,429,907",0,0,0,"1,135,942","1,540,999","1,231,701","1,166,328","1,368,516","2,056,376","2,284,689","1,078,455",732,497,0,0,0,0,0,0,0,0,123,0,0,0,0,0,"10,005","16,188","21,364","21,313","22,102","9,097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58,124","59,184","59,918","53,232","46,428","45,156","44,089","47,184","45,827","41,160","50,030",0,0,0,0,0,0,0,0,0,0,0,"25,293","23,268","52,825","42,582","45,965","35,565","30,572","41,612","52,546","54,732","40,496"
Denali NP & PRES,"216,361","256,593","321,868","346,082","395,099","436,545","529,749","575,013","592,431","543,640","421,338","297,818","262,271","240,545","234,296","233,242","510,570","582,234","1,538,391","951,448","1,043,303","589,412","1,862,104","2,123,020","2,122,742","2,716,143","3,564,833","2,471,628","4,277,126","3,628,042","4,097,671","4,274,688","3,113,800","45,174","39,340","36,081","34,145","34,988","72,585","87,335","230,763","142,717","156,524","87,965","30,470","30,854","30,994","29,970","29,150","28,020","29,752","23,780","22,101","23,429","27,852",0,0,0,0,0,0,0,0,0,0,0,"33,929","33,888","37,117","30,529","34,194","31,311","33,523","34,117","35,669","26,660","33,094","31,038","31,358","28,131","29,865","35,923","36,652","33,548","31,532","41,831","37,138","33,702","30,334","28,160","27,812","29,625","26,722","26,029","27,999","28,962","29,460","34,113","28,922",0,0,0,0,0,0,0,0,0,0,0,"4,258","4,042","3,901","2,845","3,478","3,001","2,693","2,086","1,191","1,637","2,913"
Devils Postpile NM,"79,130","86,084","79,999","73,612","97,809","108,678","89,518","118,913","116,819","125,623","97,619",0,0,0,0,0,0,0,0,0,0,0,"417,310","367,612","334,630","320,816","489,876","447,073","369,469","499,104","488,558","514,125","424,857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,097","2,200","2,311","2,178","8,438","2,750","2,375","3,322","3,069","3,207","3,495","4,583","2,374","1,457","1,289","1,738","1,850","1,498","2,396","2,427","2,613","2,223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devils Tower NM,"213,692","285,310","264,303","267,276","219,855","216,787","290,532","328,012","343,147","349,216","277,813","2,288","14,998","6,648","6,989","8,240","8,207","7,616","6,490","4,304","9,637","7,542","491,055","684,742","634,326","642,460","532,049","520,662","697,275","787,227","826,143","843,448","665,939","1,144","7,499","3,323","3,494","4,122","4,080","3,873","3,503","2,203","4,818","3,806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,862","10,266","6,564","7,825","7,112","7,363","8,265","8,033","8,072","7,341","8,070","6,787","7,675","7,138","8,602","6,736","7,629","6,556","8,420","7,794","8,124","7,546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinosaur NM,"332,781","345,784","396,938","427,375","493,140","418,187","430,891","412,089","474,452","436,303","416,794","16,235","20,371","19,853","20,938","20,098","19,377","20,410","20,904","19,199","19,513","19,690","1,735,456","1,744,592","1,778,705","1,805,370","1,780,690","1,785,078","1,847,380","1,966,713","2,064,612","2,048,540","1,855,714","47,866","61,682","59,239","67,912","58,964","55,455","60,526","58,039","52,884","59,649","58,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,131","21,861","22,649","16,366","15,568","19,024","19,573","28,936","27,385","35,247","22,674","18,404","15,800","16,329","12,381","12,069","12,190","15,080","18,448","19,226","19,885","15,981","25,775","22,805","27,197","20,759","23,834","23,869","24,790","25,119","24,802","25,542","24,449",0,0,0,0,0,0,0,0,0,0,0,"1,619","1,231","1,674","1,626","2,268","2,330","2,755","2,145","1,349","1,471","1,847"
Dry Tortugas NP,"8,644","10,150","10,700","11,004","11,900","13,213","15,379","16,315","16,937","19,441","13,368","9,676","9,497","7,950","6,995","6,091","7,335","8,379","8,672","10,408","9,414","8,442","222,279","261,291","277,759","242,505","265,794","276,255","322,932","337,109","364,065","397,803","296,779","215,724","190,728","231,408","212,628","190,511","200,076","243,144","238,512","298,801","267,972","228,950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,577","2,161","2,057","1,683","2,384","1,988","2,684","1,931","2,292","2,381","2,114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,196","9,342","11,154","10,724","9,793","9,338","11,883","11,204","13,705","12,917","10,926","11,125","13,843","13,692","10,130","11,363","12,780","14,362","16,361","17,236","18,829","13,972"
Edgar Allan Poe NHS,"2,549","14,055","12,595","13,858","18,178","15,254","12,365","11,684","14,160","12,239","12,694",0,0,0,0,0,0,0,0,0,0,0,"2,549","14,055","12,595","13,858","18,178","15,254","12,365","11,684","14,160","12,239","12,694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effigy Mounds NM,"75,555","79,881","94,305","99,562","92,793","93,074","87,764","87,634","101,565","109,665","92,180",168,560,638,784,852,855,985,942,932,882,760,"133,243","145,580","161,986","184,130","164,840","167,123","151,758","159,392","195,369","198,872","166,229",66,99,104,128,140,143,165,156,189,148,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisenhower NHS,"164,443","182,387","148,800","145,351","138,095","136,935","131,634","118,346","118,231","113,847","139,807",0,0,0,0,0,0,0,0,0,0,0,"328,007","362,479","298,849","302,386","278,610","278,038","266,300","240,718","238,781","231,883","282,605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Malpais NM,,,,,,,,,"23,546","52,554","38,050",,,,,,,,,197,629,413,,,,,,,,,"94,184","215,833","155,009",,,,,,,,,788,158,473,,,,,,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,,,135,312,224,,,,,,,,,0,0,0,,,,,,,,,0,0,0
El Morro NM,"29,523","27,536","29,933","29,278","33,125","47,299","54,941","56,426","61,178","67,256","43,650","2,484","2,366","2,493","2,499","2,776","9,210","11,261","11,554","12,524","13,768","7,094","71,043","60,911","69,806","66,833","67,501","141,313","167,747","177,877","193,209","203,687","121,993",410,407,411,412,462,"1,703","3,708","3,824","3,888","4,193","1,942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,873,831,976,827,"1,263","1,606","1,876","2,307","1,887","1,344","1,076","1,061","1,025","1,092","1,272","1,384","1,585","1,685","1,486","2,056","1,372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,276,757,304,"1,720",692,213,264,405,135,516
Eleanor Roosevelt NHS,,,,,,"30,712","30,313","28,814","29,158","36,466","31,093",,,,,,0,0,0,0,0,0,,,,,,"46,319","45,470","42,954","43,190","54,609","46,508",,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Eugene O'Neill NHS,,,,,,"2,814","2,639","3,529","4,218","3,129","3,266",,,,,,148,173,309,190,783,321,,,,,,"4,384","3,961","8,825","10,547","7,825","7,108",,,,,,570,636,"1,113",404,"2,544","1,053",,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
Everglades NP,"744,244","564,721","550,168","577,439","628,658","697,646","739,072","787,493","1,026,188","913,372","722,900","58,107","58,222","70,175","2,505","3,233","3,040","23,211","28,261","45,184","54,520","34,646","5,183,383","4,066,443","5,173,539","5,100,272","4,866,249","4,433,889","5,983,597","6,490,551","6,911,550","7,540,632","5,575,011","232,428","232,888","280,700","7,515","9,696","9,120","69,633","84,783","135,552","163,560","122,588","43,155","38,712","30,812","34,043","31,783","35,033","38,717","43,092","45,551","45,713","38,661",0,0,0,0,0,0,0,0,0,0,0,"27,256","24,903","25,500","19,629","18,949","18,437","19,836","20,317","20,442","22,996","21,827","70,009","63,648","57,182","50,953","56,441","55,098","57,517","50,249","54,666","54,089","56,985","11,192","20,771","15,945","10,130","13,454","13,207","13,894","14,475","8,015","7,068","12,815",0,0,0,0,0,0,0,0,0,0,0,"3,703","4,194","4,520","4,360","5,458","3,610","3,103","3,973","3,333","2,727","3,898"
Federal Hall NMEM,"95,343","103,331","112,387","115,358","157,217","245,148","466,394","344,852","333,673","273,784","224,749","2,880","2,880","2,880","2,880","2,880","10,620","59,883","18,995","9,634","13,082","12,661","48,172","52,154","56,194","57,681","78,609","135,848","403,825","272,573","255,323","177,885","153,826",480,480,480,480,480,"57,462","317,449","83,984","42,066","41,455","54,482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Island NS,"604,401","513,421","539,150","531,183","524,757","552,542","522,672","570,507","537,282","589,474","548,539","182,382","136,581","134,308","139,110","119,469","81,681","94,072","79,898","109,533","180,640","125,767","2,330,653","1,505,624","1,628,960","1,621,752","1,541,014","1,623,988","1,625,710","2,936,712","2,433,232","2,597,702","1,984,535","547,146","409,743","402,924","417,330","358,407","243,217","282,156","239,694","328,599","541,920","377,114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,890","14,365","13,525","10,325","14,510","8,655","8,840","9,175","6,310","5,345","11,794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"64,982","52,160","60,755","50,295","51,079","56,692","63,322","61,399","50,568","55,937","56,719"
Florissant Fossil Beds NM,"66,652","50,747","49,577","51,309","54,845","93,990","127,430","143,597","155,012","161,740","95,490",0,0,0,0,0,0,0,0,0,0,0,"59,393","71,036","69,469","67,195","88,637","183,359","364,656","437,500","456,579","487,756","228,558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford's Theatre NHS,"647,622","650,903","619,669","704,440","765,739","769,780","786,153","827,775","883,448","781,697","743,723",355,353,315,315,325,405,385,420,420,420,371,"739,370","623,174","588,955","644,716","866,924","781,274","909,431","946,970","1,014,937","940,160","805,591",710,706,630,630,650,810,770,840,840,840,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bowie NHS,"5,103","5,153","5,055","4,912","5,044","5,635","7,364","6,772","7,209","7,564","5,981",8,4,6,11,0,0,0,0,0,0,3,"10,732","10,306","10,110","9,824","10,088","11,270","17,328","13,544","14,386","15,128","12,272",16,8,12,36,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,32,28,63,102,106,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,24,0,5
Fort Caroline NMEM,"128,619","110,844","151,607","140,461","145,137","164,145","135,883","84,457","82,960","91,675","123,579",0,0,0,0,0,0,0,0,0,0,0,"128,619","110,844","151,607","140,461","145,137","164,145","135,883","84,457","82,960","91,675","123,579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Davis NHS,"63,465","71,179","74,988","71,334","69,004","68,410","63,918","52,237","54,703","55,026","64,426",104,172,74,90,91,70,78,72,72,72,90,"80,010","92,303","110,319","99,731","94,457","92,884","87,728","87,892","88,048","89,482","92,285",52,232,37,49,263,37,39,36,36,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Donelson NB,"343,964","336,538","233,631","280,644","261,960","300,404","327,942","292,132","285,145","277,675","294,004","835,697","686,977","608,701","777,185","794,242","779,937","814,903","817,493","855,190","990,914","796,124","263,103","227,029","171,548","191,227","170,036","200,475","242,571","191,511","184,128","173,580","201,521","12,019","10,684","9,575","12,361","12,785","12,396","12,843","13,282","13,677","15,992","12,561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,131,178,91,207,120,910,65,155,47,207
Fort Frederica NM,"298,718","247,469","233,710","254,739","252,159","231,010","262,653","276,136","257,109","297,065","261,077","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","1,800","303,626","289,216","269,674","296,746","288,215","265,744","297,602","309,018","289,341","318,376","292,756",444,444,444,444,444,444,444,444,444,444,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Laramie NHS,"89,861","121,212","94,936","97,090","89,745","81,531","86,110","85,236","78,965","65,302","88,999",366,365,365,365,367,365,365,365,367,365,366,"134,696","181,918","142,405","145,632","134,620","122,397","128,909","127,860","118,450","98,000","133,489",546,544,544,542,542,551,551,551,554,551,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Larned NHS,"24,036","22,616","24,419","60,788","67,292","58,625","55,138","43,565","48,012","42,735","44,723",0,0,0,0,0,0,0,0,0,0,0,"48,072","45,232","48,838","71,642","87,232","73,048","75,792","65,077","96,024","85,470","69,643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Matanzas NM,"254,243","270,207","247,694","250,790","301,115","333,170","368,794","360,278","330,628","383,003","309,992",0,0,0,0,0,0,0,0,0,0,0,"243,506","258,220","236,269","238,765","288,827","320,269","355,559","347,557","317,634","365,789","297,240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort McHenry NM & HS,"614,665","672,541","685,443","723,297","772,531","795,752","810,114","546,360","575,992","591,376","678,807",720,720,720,720,720,720,720,720,720,720,720,"922,000","1,008,814","1,028,167","1,084,947","1,158,798","1,193,630","1,215,174","819,542","863,992","887,065","1,018,213",360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Necessity NB,"132,487","153,898","139,511","134,187","166,539","140,199","155,233","142,498","135,497","167,945","146,799",120,120,120,120,120,120,120,120,120,120,120,"167,909","193,939","235,250","173,813","229,525","204,076","206,063","186,224","175,201","218,379","199,038",48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,581,120,149,209,112,131,140,125,391,253
Fort Point NHS,"792,694","1,073,265","1,222,873","961,394","1,176,135","1,075,004","1,274,667","1,796,755","1,427,958","1,292,627","1,209,337",0,0,0,0,0,0,0,0,0,0,0,"603,097","785,207","845,682","681,683","780,938","714,898","852,386","1,119,066","923,766","839,820","814,654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,"1,129","1,171","1,163","1,070",451,802,"1,059",745,801,931
Fort Pulaski NM,"283,483","239,572","278,463","291,318","365,084","381,616","480,859","381,468","284,228","461,730","344,782","4,800","6,087","13,360","22,627","33,156","29,920","28,800","28,800","29,800","28,800","22,615","720,389","610,631","704,863","738,310","913,348","972,999","1,278,788","972,738","798,434","1,242,772","895,327","43,200","43,522","110,730","5,657","8,733","11,356","7,200","7,200","7,450","7,200","25,225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,88,36,620,298,144,0,0,0,0,0,0,120,0,0,0,12,15,21,114,66,80,0,0,0,0,0,30
Fort Raleigh NHS,"350,464","299,252","300,353","359,761","389,893","272,832","259,622","282,944","287,379","279,977","308,248","3,600","3,500","3,600","3,600","2,022","2,587","2,248","1,344","1,344","1,344","2,519","588,173","464,931","496,852","581,589","637,050","521,634","467,830","515,117","274,065","434,749","498,199","3,600","3,500","3,600","3,600","1,344","1,344","1,344","1,344","1,344","1,344","2,236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
